atleta_id,fbref_xG_jogo,fbref_xA_jogo
131518,0.0,0.0
131617,0.0,0.0
131753,0.0,0.0
131825,0.0,0.0
131991,,
132071,0.0,0.0
132264,0.0,0.0
132553,0.0,0.0
132580,0.0,0.0
132682,,
132733,0.0,0.0
132984,,
133528,,
133543,0.0,0.0
133566,,
133669,0.0,0.0
133673,0.0,0.0
133677,,
133679,0.0,0.0
133690,,
134246,0.0,0.0
134678,0.0,0.0
136156,0.0,0.0
136306,0.0,0.0
136955,0.0,0.0
137166,0.0,0.0
137324,,
137542,0.0,0.0
137543,0.12,0.0
137618,0.0,0.0
137848,,
138021,0.0,0.0
139000,,
139076,,
139345,0.0,0.0
139455,,
140364,0.0,0.0
140365,0.0,0.0
140484,0.0,0.0
140485,0.0,0.0
140492,0.0,0.0
140541,0.0,0.0
140542,0.0,0.0
140906,0.0,0.0
141040,0.0,0.0
141139,0.0,0.0
141150,0.0,0.0
141156,0.0,0.0
141160,0.0,0.0
141162,0.0,0.0
141400,0.0,0.0
141401,0.0,0.0
141419,,
141451,0.0,0.0
141452,0.0,0.0
141453,0.0,0.0
141467,0.0,0.0
141493,0.0,0.0
141525,0.0,0.0
141526,0.0,0.0
141607,0.0,0.0
141609,0.0,0.0
141611,0.0,0.0
141614,0.0,0.0
141754,0.0,0.0
141763,0.0,0.0
141806,0.0,0.0
141995,0.0,0.0
141996,0.0,0.0
142004,0.0,0.0
142086,0.0,0.0
142279,0.0,0.0
142484,0.0,0.0
142867,0.0,0.0
142890,0.0,0.0
143194,,
143253,0.0,0.0
143411,,
143488,0.0,0.0
143600,0.0,0.13999999999999999
145099,0.025,0.0
145269,,
145379,,
145400,0.0,0.0
145429,,
145510,0.0,0.05
145647,0.0,0.0
145659,0.0,0.0
145679,,
145744,0.0,0.0
145750,0.0,0.0
146375,0.0,0.0
146410,0.0,0.0
146623,0.0,0.0
146625,0.0,0.0
146807,0.0,0.0
