Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 34,Unnamed: 35,MP.1,Clube
Matheus Pereira da Silva,br BRA,MF,27-275,,14,1190.0,13.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,0.5,0.5,1.7,2.2,21.0,104.0,19.0,0.08,0.23,0.3,0.08,0.3,0.04,0.13,0.16,0.04,0.16,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,17.0,Fortaleza
Yago Pikachu,br BRA,"FW,MF",33-175,,13,1309.0,14.5,2.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,3.2,1.6,2.7,4.3,21.0,44.0,109.0,0.14,0.07,0.21,0.0,0.07,0.22,0.18,0.4,0.11,0.3,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,28.0,Fortaleza
Gustavo Mancha,br BRA,DF,21-125,,13,1029.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.0,0.2,9.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,13.0,Fortaleza
Brenno,br BRA,GK,26-240,,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,12.0,Fortaleza
Deyverson,br BRA,FW,34-203,,12,1078.0,12.0,7.0,0.0,7.0,6.0,1.0,1.0,3.0,0.0,5.9,5.1,0.5,5.6,4.0,30.0,46.0,0.58,0.0,0.58,0.5,0.5,0.49,0.05,0.53,0.42,0.47,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,24.0,Fortaleza
José Herrera,ar ARG,"FW,MF",22-225,,12,901.0,10.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,1.5,3.8,39.0,21.0,70.0,0.1,0.2,0.3,0.1,0.3,0.22,0.15,0.38,0.22,0.38,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,17.0,Fortaleza
Diogo Barbosa,br BRA,DF,33-102,,10,990.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.8,1.5,15.0,34.0,41.0,0.09,0.0,0.09,0.09,0.09,0.06,0.08,0.14,0.06,0.14,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,16.0,Fortaleza
Matheus Rossetto,br BRA,MF,29-177,,10,834.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,4.0,65.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,18.0,Fortaleza
Guilherme Tinga,br BRA,DF,32-087,,8,752.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,11.0,41.0,21.0,0.12,0.0,0.12,0.12,0.12,0.03,0.02,0.05,0.03,0.05,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,11.0,Fortaleza
Leandro Emmanuel Martínez,ar ARG,MF,31-176,,8,741.0,8.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.6,1.0,12.0,37.0,22.0,0.12,0.12,0.24,0.12,0.24,0.05,0.07,0.13,0.05,0.13,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,14.0,Fortaleza
Marinho,br BRA,FW,35-182,,8,710.0,7.9,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,2.4,2.4,2.6,5.0,34.0,20.0,82.0,0.13,0.25,0.38,0.13,0.38,0.31,0.33,0.64,0.31,0.64,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,17.0,Fortaleza
Pierre,br BRA,MF,23-260,,8,673.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.8,0.9,5.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,10.0,Fortaleza
Adam Bareiro,py PAR,FW,29-124,,7,712.0,7.9,6.0,0.0,6.0,6.0,0.0,1.0,5.0,1.0,5.6,4.7,0.1,4.8,4.0,13.0,33.0,0.76,0.0,0.76,0.76,0.76,0.71,0.01,0.73,0.6,0.61,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,18.0,Fortaleza
Lucca Prior,br BRA,"MF,FW",21-288,,7,656.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.3,1.9,18.0,52.0,53.0,0.27,0.0,0.27,0.27,0.27,0.09,0.18,0.27,0.09,0.27,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,12.0,Fortaleza
Lucas Gazal,br BRA,DF,26-113,,5,456.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.3,0.7,6.0,13.0,3.0,0.0,0.2,0.2,0.0,0.2,0.08,0.06,0.14,0.08,0.14,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,6.0,Fortaleza
Lucas Crispim,br BRA,"MF,FW",31-161,,5,391.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,3.0,20.0,13.0,0.23,0.23,0.46,0.23,0.46,0.16,0.11,0.28,0.16,0.28,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,8.0,Fortaleza
José Welison,br BRA,MF,30-261,,4,437.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,2.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,9.0,Fortaleza
David Luiz,br BRA,DF,38-219,,4,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,4.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,7.0,Fortaleza
Helton Leite,br BRA,GK,35-025,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,4.0,Fortaleza
Moises,br BRA,"FW,MF",29-086,,3,355.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,17.0,13.0,37.0,0.0,0.25,0.25,0.0,0.25,0.18,0.1,0.28,0.18,0.28,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,10.0,Fortaleza
Guillermo Matías Fernández,ar ARG,MF,34-047,,3,286.0,3.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,2.0,13.0,9.0,0.0,0.63,0.63,0.0,0.63,0.12,0.07,0.2,0.12,0.2,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,7.0,Fortaleza
Magrão,br BRA,GK,25-196,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,3.0,Fortaleza
Titi,br BRA,DF,37-260,,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,3.0,Fortaleza
Allanzinho,br BRA,"MF,FW",25-237,,2,287.0,3.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.4,1.8,14.0,3.0,27.0,0.0,0.63,0.63,0.0,0.63,0.12,0.45,0.57,0.12,0.57,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,9.0,Fortaleza
Calebe,br BRA,MF,25-211,,2,229.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.4,0.9,5.0,6.0,18.0,0.39,0.0,0.39,0.39,0.39,0.21,0.16,0.36,0.21,0.36,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,7.0,Fortaleza
Rodrigo Santos,br BRA,MF,25-070,,2,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,7.0,Fortaleza
Weverson,br BRA,DF,25-145,,2,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,3.0,Fortaleza
Vinicius Silvestre,br BRA,GK,31-244,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,2.0,Fortaleza
Yeison Guzmán,co COL,MF,27-250,,1,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,4.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,5.0,Fortaleza
Kervin Andrade,ve VEN,"FW,MF",20-228,,1,163.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.8,9.0,10.0,20.0,0.0,0.55,0.55,0.0,0.55,0.19,0.23,0.42,0.19,0.42,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,7.0,Fortaleza
Pablo Roberto,br BRA,MF,26-013,,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.36,0.39,0.03,0.39,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,5.0,Fortaleza
Bruninho,br BRA,MF,20-169,,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.12,0.03,0.12,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,1.0,Fortaleza
Pedro Borges,br BRA,MF,28-269,,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,1.0,Fortaleza
Kayke,br BRA,FW,19-161,,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,2.0,Fortaleza
Dylan Borrero,co COL,"FW,MF",23-326,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,0.0,Fortaleza
Lucas Emanoel,br BRA,MF,19-136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,0.0,Fortaleza
Ryan Guilherme,br BRA,MF,22-355,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,0.0,Fortaleza
Marcelo,br BRA,DF,29-324,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,0.0,Fortaleza
Guilherme Santos,br BRA,DF,19-292,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,0.0,Fortaleza
Jadson,br BRA,MF,32-089,,30,2669.0,29.7,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,1.1,2.1,14.0,128.0,65.0,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.07,0.03,0.07,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,32.0,Juventude
Luis Mandaca,br BRA,"MF,FW",24-056,,26,2175.0,24.2,2.0,1.0,3.0,2.0,0.0,0.0,7.0,1.0,3.0,2.9,1.8,4.7,49.0,95.0,88.0,0.08,0.04,0.12,0.08,0.12,0.12,0.08,0.2,0.12,0.19,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,29.0,Juventude
Gabriel Taliari,br BRA,"FW,MF",28-228,,25,2026.0,22.5,7.0,4.0,11.0,7.0,0.0,0.0,7.0,0.0,5.6,5.6,1.6,7.3,22.0,35.0,88.0,0.31,0.18,0.49,0.31,0.49,0.25,0.07,0.32,0.25,0.32,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,31.0,Juventude
Caíque de Jesus Gonçalves,br BRA,MF,30-048,,24,1875.0,20.8,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,1.0,1.2,18.0,80.0,9.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,26.0,Juventude
Marcelo Hermes,br BRA,DF,30-299,,17,1590.0,17.7,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.4,3.4,30.0,63.0,82.0,0.11,0.17,0.28,0.11,0.28,0.05,0.14,0.19,0.05,0.19,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,19.0,Juventude
Enmerson Batalla,co COL,"FW,MF",24-150,,17,1318.0,14.6,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,1.4,1.4,0.7,2.1,22.0,34.0,76.0,0.27,0.14,0.41,0.27,0.41,0.09,0.05,0.14,0.09,0.14,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,22.0,Juventude
Jandrei,br BRA,GK,32-271,,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,16.0,Juventude
Wilker Ángel,ve VEN,DF,32-254,,16,1423.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.0,0.5,2.0,28.0,1.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.03,0.03,0.03,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,18.0,Juventude
Gilberto,br BRA,FW,36-175,,15,1099.0,12.2,2.0,2.0,4.0,2.0,0.0,1.0,5.0,0.0,2.6,1.8,0.5,2.3,3.0,12.0,31.0,0.16,0.16,0.33,0.16,0.33,0.22,0.04,0.25,0.15,0.19,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,23.0,Juventude
Alan Ruschel,br BRA,DF,36-096,,14,1228.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8,0.9,21.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,20.0,Juventude
Marcos Paulo,br BRA,DF,22-313,,14,1187.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.1,0.4,12.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,17.0,Juventude
Abner,br BRA,DF,21-222,,13,1318.0,14.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.7,6.0,22.0,2.0,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.05,0.02,0.05,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,19.0,Juventude
Igor Marques,br BRA,"DF,MF",26-323,,13,1253.0,13.9,2.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.4,0.4,1.9,2.3,19.0,52.0,73.0,0.14,0.14,0.29,0.14,0.29,0.03,0.13,0.16,0.03,0.16,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,17.0,Juventude
Rodrigo Sam,br BRA,DF,30-126,,13,1187.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,0.2,0.7,3.0,22.0,3.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,15.0,Juventude
Reginaldo,br BRA,DF,32-278,,13,1102.0,12.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,21.0,21.0,65.0,0.0,0.16,0.16,0.0,0.16,0.01,0.04,0.05,0.01,0.05,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,17.0,Juventude
Ewerton,br BRA,DF,25-017,,12,1088.0,12.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.5,1.9,5.0,39.0,26.0,0.08,0.0,0.08,0.08,0.08,0.12,0.04,0.16,0.12,0.16,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,16.0,Juventude
Luan Freitas,br BRA,DF,24-311,,10,964.0,10.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,1.0,26.0,1.0,0.0,0.09,0.09,0.0,0.09,0.01,0.03,0.04,0.01,0.04,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,12.0,Juventude
Gustavo,br BRA,GK,32-262,,10,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,10.0,Juventude
Nenê,br BRA,"FW,MF",44-131,,9,835.0,9.3,3.0,4.0,7.0,1.0,2.0,2.0,3.0,0.0,3.2,1.6,1.8,3.4,23.0,36.0,54.0,0.32,0.43,0.75,0.11,0.54,0.35,0.19,0.54,0.18,0.37,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,22.0,Juventude
Rafael Bilu,br BRA,"FW,MF",26-220,,9,607.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.2,16.0,25.0,41.0,0.15,0.0,0.15,0.15,0.15,0.08,0.1,0.18,0.08,0.18,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,13.0,Juventude
Ênio,br BRA,"MF,FW",24-269,,8,1101.0,12.2,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.6,2.6,1.3,3.9,42.0,39.0,87.0,0.25,0.0,0.25,0.25,0.25,0.22,0.1,0.32,0.22,0.32,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,24.0,Juventude
Daniel Giraldo,co COL,MF,33-149,,7,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,15.0,Juventude
Gabriel Veron,br BRA,"FW,MF",23-085,,7,639.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,17.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.21,0.05,0.21,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,13.0,Juventude
Peixoto,br BRA,"MF,DF",28-150,,6,554.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,10.0,26.0,11.0,0.16,0.0,0.16,0.16,0.16,0.08,0.01,0.1,0.08,0.1,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,11.0,Juventude
Giovanny,br BRA,"FW,MF",28-069,,5,594.0,6.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,2.5,3.4,21.0,20.0,45.0,0.0,0.3,0.3,0.0,0.3,0.14,0.38,0.52,0.14,0.52,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,17.0,Juventude
Marcão,br BRA,GK,33-266,,5,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,6.0,Juventude
Adriano Martins,br BRA,DF,28-240,,5,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,5.0,Juventude
Lucas Fernandes,br BRA,"MF,FW",28-068,,4,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,5.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.17,0.09,0.17,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,7.0,Juventude
Ruan Carneiro,br BRA,GK,35-244,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,4.0,Juventude
André Filipinho,br BRA,DF,28-318,,3,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,2.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,5.0,Juventude
Hudson,br BRA,MF,24-317,,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,4.0,Juventude
Cipriano,br BRA,DF,23-019,,3,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,3.0,Juventude
Matheus Babi,br BRA,FW,28-132,,2,432.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.1,2.1,0.1,2.2,1.0,4.0,18.0,0.42,0.0,0.42,0.42,0.42,0.43,0.02,0.45,0.43,0.45,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,18.0,Juventude
Juan Sforza,ar ARG,MF,23-286,,2,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,8.0,Juventude
Jean Carlos Vicente,br BRA,"MF,FW",33-285,,2,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.36,0.08,0.36,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,7.0,Juventude
Nata,br BRA,"DF,MF",24-175,,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,2.0,Juventude
Petterson,br BRA,MF,21-327,,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,2.0,Juventude
Davi Goes,br BRA,MF,20-158,,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Juventude,https://fbref.com/en/squads/d081b697/Juventude-Stats,2.0,Juventude
