atleta_id,nome,clube,clube_id,posicao,posicao_id,status,pontos_num,preco_num,variacao_num,media_num,jogos_num,FS,FT,I,DS,FC,FD,FF,DE,GS,SG,A,CA,G,PS,V,CV,DP,PP,PC,GC
134246,Yago Noal,INT,285,Meia,4,Nulo,0.0,1.14,0.0,0.6,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
133679,Benedetti,PAL,275,Zagueiro,3,Provável,6.0,3.79,1.18,3.07,3,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
37281,Mano Menezes,GRE,284,Técnico,6,Provável,10.67,10.32,0.76,5.43,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0
136955,Sanabria,BAH,265,Atacante,5,Contundido,0.0,4.39,0.0,1.6,8,18.0,0.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0
137618,Clayton Sampaio,INT,285,Zagueiro,3,Nulo,0.0,4.07,0.0,2.59,10,1.0,1.0,0.0,9.0,13.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0
133696,Wallace Davi,FLU,266,Meia,4,Nulo,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
138021,Palacios,RBB,280,Zagueiro,3,Nulo,0.0,1.7,0.0,1.3,2,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0
139001,Figueiredo,PAL,275,Meia,4,Nulo,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
139076,Filipe Luís,FLA,262,Técnico,6,Nulo,0.0,12.73,0.0,6.89,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,0.0,0.0,0.0,0.0,0.0
136306,Luis Otávio,INT,285,Meia,4,Contundido,0.0,2.5,0.0,1.72,19,14.0,0.0,1.0,18.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0
139200,Pedro Kauã,INT,285,Zagueiro,3,Nulo,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
139345,Kauã Prates,CRU,283,Lateral,2,Provável,3.0,4.38,-0.25,3.59,8,1.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0
