atleta_id,nome,clube,clube_id,posicao,posicao_id,status,pontos_num,preco_num,variacao_num,media_num,jogos_num,adversario,adversario_id,fator_casa,pontuacao_prevista,adversario_forca_def,adversario_forca_of,volatilidade,prob_vitoria,custo_beneficio
51772,Everton Ribeiro,Bahia,265,Meia,4,Provável,1.7,7.4,-0.56,3.85,30,Fluminense,266,-1,3.85,2,2,3.055659907657324,0.2520296900448832,0.5202702702702703
63007,Neymar,Santos,277,Meia,4,Provável,3.3,14.82,-3.08,7.25,19,Cruzeiro,283,1,7.25,4,3,7.741760381280836,0.11219512195121949,0.4892037786774629
63008,Rafael Tolói,São Paulo,276,Zagueiro,3,Provável,6.0,9.38,-0.02,5.13,7,Vitória,287,-1,5.13,1,2,3.674105009257032,0.3011085576842932,0.5469083155650319
63289,Edenílson,Grêmio,284,Meia,4,Provável,6.5,5.51,0.88,2.48,28,Sport,292,-1,2.48,2,2,2.634817243142663,0.33,0.4500907441016334
68685,Alan Patrick,Internacional,285,Meia,4,Provável,8.7,13.26,0.5,6.16,30,Bragantino,280,1,6.16,3,3,4.927385355011481,0.19089368797568781,0.4645550527903469
68920,Dudu,Atlético-MG,282,Atacante,5,Provável,17.6,9.93,2.25,3.4,16,Vasco,267,1,3.4,3,3,5.1645546758650935,0.6103854416158424,0.3423967774420947
68872,Marcelo Lomba,Palmeiras,275,Goleiro,1,Provável,4.2,7.82,0.19,3.7,2,Ceará,354,-1,3.7,2,2,0.7071067811865476,0.30217869340777587,0.4731457800511509
68708,Eduardo,Cruzeiro,283,Meia,4,Provável,0.0,3.03,-0.2,1.22,29,Santos,277,-1,1.22,3,3,2.9656822041413315,0.2048780487804878,0.4026402640264027
68928,Rafael,São Paulo,276,Goleiro,1,Provável,8.1,10.09,-0.26,4.97,34,Vitória,287,-1,4.97,1,2,4.4829494763079945,0.3011085576842932,0.4925668979187314
68991,Lucas Sasha,Fortaleza,356,Meia,4,Provável,1.4,7.9,-0.04,5.05,26,Botafogo,263,-1,5.05,5,4,3.7871604950654807,0.2520107238605898,0.6392405063291139
69140,Allan,Botafogo,263,Meia,4,Provável,-0.3,3.05,-0.35,1.28,20,Fortaleza,356,1,1.28,4,4,2.733149330563169,0.4959785522788205,0.41967213114754104
68996,Willian José,Bahia,265,Atacante,5,Provável,2.5,7.95,0.35,4.93,31,Fluminense,266,-1,4.93,2,2,5.763084225043586,0.2520296900448832,0.620125786163522
70360,Eduardo Sasha,Bragantino,280,Atacante,5,Provável,1.1,7.56,0.13,3.95,30,Internacional,285,-1,3.95,4,3,4.473576316267698,0.24997982949197217,0.5224867724867726
70916,Diogo Barbosa,Fortaleza,356,Lateral,2,Provável,0.0,6.98,-0.53,3.54,15,Botafogo,263,-1,3.54,5,4,3.652071330081054,0.2520107238605898,0.5071633237822349
70800,Jorge Sampaoli,Atlético-MG,282,Técnico,6,Provável,9.87,11.18,0.27,6.06,11,Vasco,267,1,6.06,3,3,3.7518793068718685,0.6103854416158424,0.5420393559928444
71536,Luiz Gustavo,São Paulo,276,Meia,4,Provável,2.2,7.59,-0.33,3.29,12,Vitória,287,-1,3.29,1,2,3.0711141991535293,0.3011085576842932,0.4334650856389987
71680,Raúl Cáceres,Vitória,287,Lateral,2,Provável,7.7,5.18,0.48,3.94,18,São Paulo,276,1,3.94,4,3,4.243087419518152,0.2900587023564293,0.7606177606177607
71709,Cuéllar,Grêmio,284,Meia,4,Provável,2.9,5.67,0.26,2.84,16,Sport,292,-1,2.84,2,2,2.7618758721805965,0.33,0.5008818342151675
71701,Santiago Arias,Bahia,265,Lateral,2,Provável,4.5,6.52,-0.69,3.6,20,Fluminense,266,-1,3.6,2,2,3.8222995283219925,0.2520296900448832,0.5521472392638037
72493,Alex Telles,Botafogo,263,Lateral,2,Provável,0.0,9.74,-1.38,5.71,23,Fortaleza,356,1,5.71,4,4,4.471287406015596,0.4959785522788205,0.5862422997946611
72294,Everson,Atlético-MG,282,Goleiro,1,Provável,5.0,9.37,0.46,4.76,30,Vasco,267,1,4.76,3,3,4.352625050195135,0.6103854416158424,0.5080042689434365
72605,Vitor Hugo,Atlético-MG,282,Zagueiro,3,Provável,4.7,7.97,0.4,4.84,16,Vasco,267,1,4.84,3,3,3.5004523517206554,0.6103854416158424,0.6072772898368883
72391,Fernando Diniz,Vasco,267,Técnico,6,Provável,0.56,8.94,-0.38,5.07,28,Atlético-MG,282,-1,5.07,3,4,3.262216378311643,0.23652435862613894,0.5671140939597316
72460,Bernard,Atlético-MG,282,Meia,4,Provável,1.1,3.38,0.21,1.0,23,Vasco,267,1,1.0,3,3,1.5894290122494423,0.6103854416158424,0.2958579881656805
72951,Mercado,Internacional,285,Zagueiro,3,Provável,9.0,6.76,1.48,3.37,13,Bragantino,280,1,3.37,3,3,3.1831286012832862,0.19089368797568781,0.49852071005917165
73384,Samuel Xavier,Fluminense,266,Lateral,2,Provável,9.2,10.09,0.82,5.61,27,Bahia,265,1,5.61,3,4,4.952736732312867,0.20335442801904738,0.55599603567889
77485,Carrillo,Corinthians,264,Meia,4,Provável,1.2,5.42,-0.31,2.31,22,Juventude,286,1,2.31,2,2,2.844817571125961,0.5862260807264457,0.4261992619926199
77656,Cédric Soares,São Paulo,276,Lateral,2,Provável,0.2,6.36,-0.6,3.25,25,Vitória,287,-1,3.25,1,2,3.4692842681644485,0.3011085576842932,0.511006289308176
78117,Everaldo,Fluminense,266,Atacante,5,Provável,1.1,3.32,-0.07,1.58,28,Bahia,265,1,1.58,3,4,2.822050363471257,0.20335442801904738,0.47590361445783136
77777,João Schmidt,Santos,277,Meia,4,Provável,7.7,5.54,0.86,2.63,30,Cruzeiro,283,1,2.63,4,3,3.3254176126992796,0.11219512195121949,0.4747292418772563
78445,Renê,Fluminense,266,Lateral,2,Provável,7.5,10.27,0.01,6.47,26,Bahia,265,1,6.47,3,4,4.650639327430816,0.20335442801904738,0.6299902629016553
78478,Willian Arão,Santos,277,Meia,4,Provável,1.7,5.16,-0.18,2.0,12,Cruzeiro,283,1,2.0,4,3,1.3101006207019508,0.11219512195121949,0.38759689922480617
78605,Gabriel,Bragantino,280,Meia,4,Provável,1.5,5.42,-0.23,2.86,30,Internacional,285,-1,2.86,4,3,2.400823613468617,0.24997982949197217,0.5276752767527675
80129,Jadson,Juventude,286,Meia,4,Provável,1.7,5.59,-0.22,3.01,32,Corinthians,264,-1,3.01,3,2,2.920932172794246,0.2464292402009341,0.5384615384615384
80287,Luciano,São Paulo,276,Atacante,5,Provável,0.0,9.0,-1.59,5.57,31,Vitória,287,-1,5.57,1,2,5.713641476740659,0.3011085576842932,0.6188888888888889
81845,Alisson,São Paulo,276,Meia,4,Provável,1.5,4.15,0.03,1.59,30,Vitória,287,-1,1.59,1,2,1.7671328814465699,0.3011085576842932,0.38313253012048193
80196,Yago Pikachu,Fortaleza,356,Meia,4,Provável,3.1,5.14,0.45,1.97,28,Botafogo,263,-1,1.97,5,4,3.76989607311878,0.2520107238605898,0.3832684824902724
80583,Lucas Lima,Sport,292,Meia,4,Provável,4.9,6.5,0.38,3.69,30,Grêmio,284,1,3.69,2,3,3.511395242880548,0.33,0.5676923076923077
81401,Gonçalo Paciência,Sport,292,Atacante,5,Provável,2.5,5.37,-0.22,1.42,6,Grêmio,284,1,1.42,2,3,1.5904925861715504,0.33,0.2644320297951583
81121,Lucas Mugni,Ceará,354,Meia,4,Provável,2.7,6.28,0.27,3.31,30,Palmeiras,275,1,3.31,5,5,4.03920442832411,0.42358977558054306,0.5270700636942675
81952,Willian Oliveira,Vitória,287,Meia,4,Provável,1.8,4.48,0.26,2.56,18,São Paulo,276,1,2.56,4,3,3.485863139893097,0.2900587023564293,0.5714285714285714
83048,Rafael Thyere,Sport,292,Zagueiro,3,Provável,3.0,5.29,-0.02,2.22,21,Grêmio,284,1,2.22,2,3,2.2395577794776917,0.33,0.41965973534971646
83257,Gabriel,Cruzeiro,283,Atacante,5,Provável,0.4,6.23,-0.45,3.02,30,Santos,277,-1,3.02,3,3,4.932166295636846,0.2048780487804878,0.4847512038523274
83786,Neris,Vitória,287,Zagueiro,3,Provável,7.9,4.47,0.49,2.45,10,São Paulo,276,1,2.45,4,3,3.661572218475434,0.2900587023564293,0.5480984340044743
82639,Marcelo Hermes,Juventude,286,Lateral,2,Provável,7.2,8.36,0.36,5.42,20,Corinthians,264,-1,5.42,3,2,2.912093658123689,0.2464292402009341,0.6483253588516746
84523,Romarinho,Sport,292,Atacante,5,Provável,2.5,3.81,0.11,2.12,24,Grêmio,284,1,2.12,2,3,3.3261780086050017,0.33,0.5564304461942258
96342,Charles,Corinthians,264,Meia,4,Provável,6.1,3.87,0.79,1.75,17,Juventude,286,1,1.75,2,2,3.569653550498736,0.5862260807264457,0.45219638242894056
79266,Bruno Ferreira,Ceará,354,Goleiro,1,Provável,0.9,6.01,-0.33,3.92,29,Palmeiras,275,1,3.92,5,5,4.027928974381264,0.42358977558054306,0.6522462562396006
86410,Victor Luis,Vasco,267,Lateral,2,Provável,-1.0,2.9,-0.57,1.1,6,Atlético-MG,282,-1,1.1,3,4,2.118490028298458,0.23652435862613894,0.37931034482758624
86508,Jandrei,Juventude,286,Goleiro,1,Provável,1.6,4.39,0.03,2.14,16,Corinthians,264,-1,2.14,3,2,3.6247241274337005,0.2464292402009341,0.48747152619589984
86686,Tchê Tchê,Vasco,267,Meia,4,Provável,1.5,3.67,0.06,1.56,28,Atlético-MG,282,-1,1.56,3,4,2.2496442987502427,0.23652435862613894,0.4250681198910082
87228,Guilherme Arana,Atlético-MG,282,Lateral,2,Provável,7.9,9.11,0.84,3.86,19,Vasco,267,1,3.86,3,3,3.0227016303629495,0.6103854416158424,0.4237102085620198
87470,Thaciano,Santos,277,Meia,4,Provável,24.5,8.11,3.71,2.76,19,Cruzeiro,283,1,2.76,4,3,5.859026125091347,0.11219512195121949,0.3403205918618989
88312,Junior Alonso,Atlético-MG,282,Zagueiro,3,Provável,15.3,8.04,2.11,4.12,28,Vasco,267,1,4.12,3,3,3.330337939856974,0.6103854416158424,0.5124378109452737
88323,Ángel Romero,Corinthians,264,Atacante,5,Provável,3.3,5.38,0.29,1.82,27,Juventude,286,1,1.82,2,2,3.2591095212948695,0.5862260807264457,0.33828996282527884
88479,Walace,Cruzeiro,283,Meia,4,Provável,4.0,2.8,0.58,0.52,17,Santos,277,-1,0.52,3,3,1.5641432535567386,0.2048780487804878,0.18571428571428572
88963,Leonardo Jardim,Cruzeiro,283,Técnico,6,Provável,2.53,10.3,-0.46,6.32,38,Santos,277,-1,6.32,3,3,2.4145606788177316,0.2048780487804878,0.6135922330097088
89846,Cristaldo,Grêmio,284,Meia,4,Provável,15.1,7.77,1.57,2.81,28,Sport,292,-1,2.81,2,2,3.162152170469718,0.33,0.36164736164736166
89637,Thiago Maia,Internacional,285,Meia,4,Provável,9.2,5.94,1.09,2.75,30,Bragantino,280,1,2.75,3,3,3.4048376672361167,0.19089368797568781,0.4629629629629629
89837,Lucho Acosta,Fluminense,266,Meia,4,Provável,8.6,9.83,0.57,5.42,14,Bahia,265,1,5.42,3,4,4.053271640170566,0.20335442801904738,0.5513733468972533
90309,David,Vasco,267,Atacante,5,Provável,2.0,5.14,-0.08,1.95,22,Atlético-MG,282,-1,1.95,3,4,4.660342034527924,0.23652435862613894,0.3793774319066148
90588,Caíque,Juventude,286,Meia,4,Provável,2.1,4.23,0.43,2.32,26,Corinthians,264,-1,2.32,3,2,2.0831817380742743,0.2464292402009341,0.5484633569739952
91101,Ronaldo,Bahia,265,Goleiro,1,Provável,2.4,6.93,-1.04,4.9,26,Fluminense,266,-1,4.9,2,2,3.7527589850668535,0.2520296900448832,0.7070707070707072
91130,Fernandinho,Ceará,354,Atacante,5,Provável,1.1,5.28,0.0,2.98,20,Palmeiras,275,1,2.98,5,5,2.533273314155132,0.42358977558054306,0.5643939393939393
90943,Zé Marcos,Vitória,287,Zagueiro,3,Provável,8.5,4.77,0.36,2.68,27,São Paulo,276,1,2.68,4,3,3.795750360300424,0.2900587023564293,0.5618448637316563
91639,Igor Cariús,Sport,292,Lateral,2,Provável,2.5,7.53,-0.19,4.26,25,Grêmio,284,1,4.26,2,3,2.875192747162063,0.33,0.5657370517928286
91509,Rodrigo Sam,Juventude,286,Zagueiro,3,Provável,3.9,4.93,-0.07,3.19,16,Corinthians,264,-1,3.19,3,2,2.199052826408072,0.2464292402009341,0.6470588235294118
