atleta_id,nome,clube,clube_id,posicao,posicao_id,status,pontos_num,preco_num,variacao_num,media_num,jogos_num,adversario,adversario_id,fator_casa,pontuacao_prevista,adversario_forca_def,adversario_forca_of,volatilidade,prob_vitoria,custo_beneficio
107554,Natanael,Atlético-MG,282,Lateral,2,Provável,0,7,0,0,0,Palmeiras,275,1,0.0,5,5,2.0,0.35921400822025784,0.0
40990,Dorival Júnior,Corinthians,264,Técnico,6,Provável,0,11,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
77485,Carrillo,Corinthians,264,Meia,4,Provável,0,7,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
124661,Iván Román,Atlético-MG,282,Zagueiro,3,Provável,0,5,0,0,0,Palmeiras,275,1,0.0,5,5,2.0,0.35921400822025784,0.0
85048,Memphis Depay,Corinthians,264,Atacante,5,Provável,0,17,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
102340,Cacá,Corinthians,264,Zagueiro,3,Provável,0,5,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
101574,Hugo Souza,Corinthians,264,Goleiro,1,Provável,0,11,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
117910,Breno Bidon,Corinthians,264,Meia,4,Provável,0,10,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
125488,João Pedro,Corinthians,264,Zagueiro,3,Provável,0,5,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
145744,André,Corinthians,264,Meia,4,Provável,0,4,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
117632,Garro,Corinthians,264,Meia,4,Provável,0,12,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
105531,Matheus Bidu,Corinthians,264,Lateral,2,Provável,0,9,0,0,0,Bahia,265,1,0.0,3,4,2.0,0.3066420094325801,0.0
89275,William,Cruzeiro,283,Lateral,2,Provável,0,12,0,0,0,Botafogo,263,-1,0.0,5,4,2.0,0.33,0.0
84558,Lucas Romero,Cruzeiro,283,Meia,4,Provável,0,10,0,0,0,Botafogo,263,-1,0.0,5,4,2.0,0.33,0.0
45125,Tite,Cruzeiro,283,Técnico,6,Provável,0,12,0,0,0,Botafogo,263,-1,0.0,5,4,2.0,0.33,0.0
96610,Matheus Pereira,Cruzeiro,283,Meia,4,Provável,0,20,0,0,0,Botafogo,263,-1,0.0,5,4,2.0,0.33,0.0
79701,Lucas Silva,Cruzeiro,283,Meia,4,Provável,0,9,0,0,0,Botafogo,263,-1,0.0,5,4,2.0,0.33,0.0
132264,Arroyo,Cruzeiro,283,Atacante,5,Provável,0,7,0,0,0,Botafogo,263,-1,0.0,5,4,2.0,0.33,0.0
