ano,rodada,clube_id,probabilidade_sg
2021,31,265,0.3
2021,32,276,0.4
2021,32,264,0.2
2021,32,267,0.45
2021,32,282,0.45
2021,32,285,0.7
2021,32,284,0.1
2021,32,354,0.4
2021,32,275,0.5
2021,32,292,0.6
2021,32,265,0.3
2021,32,266,0.35
2021,32,263,0.1
2021,32,264,0.5
2021,32,280,0.0
2021,32,280,0.3
2021,32,356,0.2
2021,32,276,0.2
2021,32,262,0.2
2021,32,266,0.3
2021,32,275,0.3
2021,32,354,0.4
2021,32,292,0.1
2021,32,265,0.4
2021,32,282,0.2
2021,33,267,0.4667
2021,33,265,0.2667
2021,33,264,0.6
2021,33,284,0.2
2021,33,282,0.6
2021,33,356,0.1
2021,33,285,0.3
2021,33,280,0.1
2021,33,292,0.4
2021,33,262,0.4
2021,33,275,0.5333
2021,33,263,0.0
2021,33,277,0.4
2021,33,264,0.2
2021,33,284,0.2
2021,33,280,0.1
2021,33,356,0.4
2021,33,354,0.4
2021,33,275,0.4
2021,33,276,0.0
2021,33,286,0.6
2021,33,266,0.2
2021,33,262,0.5
2021,33,264,0.2
2021,33,292,0.7
2021,33,265,0.5
2021,34,284,0.5
2021,34,277,0.2
2021,34,264,0.3
2021,34,354,0.4
2021,34,265,0.6
2021,34,266,0.1
2021,34,356,0.6
2021,34,264,0.2
2021,34,262,0.4
2021,34,267,0.1
2021,34,263,0.45
2021,34,292,0.25
2021,34,276,0.2
2021,34,275,0.3
2021,34,280,0.4
2021,34,292,0.1
2021,34,282,0.3
2021,34,286,0.0
2021,34,356,0.3
2021,34,275,0.3
2021,34,285,0.1
2021,34,262,0.3
2021,34,264,0.4
2021,34,277,0.3
2021,35,280,0.3
2021,35,262,0.3
2021,35,263,0.2
2021,35,284,0.6
2021,35,285,0.4
2021,35,292,0.1
2021,35,356,0.3667
2021,35,267,0.1
2021,35,276,0.2
2021,35,354,0.4
2021,35,266,0.3
2021,35,282,0.1
2021,35,264,0.4
2021,35,275,0.1
2021,35,275,0.3
2021,35,282,0.2
2021,35,266,0.5
2021,35,285,0.2
2021,35,277,0.7
2021,35,356,0.1
2021,35,354,0.4
2021,35,264,0.1
2021,35,286,0.6
2021,35,280,0.3
2021,35,284,0.4
2021,35,276,0.1
2021,35,292,0.3
2021,35,262,0.4
2021,36,282,0.9
2021,36,265,0.2
2021,36,277,0.5
2021,36,264,0.1
2021,36,262,0.8
2021,36,264,0.0
2021,36,267,0.45
2021,36,285,0.35
2021,36,275,0.4
2021,36,356,0.1
2021,36,284,0.6
2021,36,276,0.1
2021,36,354,0.4
2021,36,266,0.1
2021,36,292,0.5
2021,36,280,0.3
2021,36,265,0.3
2021,36,284,0.2
2021,36,276,0.2
2021,36,292,0.2
2021,36,282,0.6
2021,36,266,0.1
2021,36,285,0.4
2021,36,277,0.1
2021,36,262,0.5
2021,36,354,0.3
2021,36,356,0.3
2021,36,286,0.1
2021,37,264,0.2
2021,37,354,0.3
2021,37,356,0.7
2021,37,265,0.2
2021,37,264,0.45
2021,37,267,0.1
2021,37,292,0.4
2021,37,282,0.3
2021,37,262,0.5
2021,37,285,0.1
2021,37,277,0.6
2021,37,266,0.2
2021,37,263,0.2
2021,37,276,0.35
2021,37,265,0.2
2021,37,266,0.2
2021,37,282,0.6
2021,37,280,0.2
2021,37,264,0.4
2021,37,284,0.2
2021,37,276,0.3
2021,37,286,0.1
2021,37,262,0.4
2021,37,277,0.1
2021,38,280,0.2
2021,38,284,0.0
2021,38,265,0.4
2021,38,277,0.2
2021,38,354,0.25
2021,38,263,0.0
2021,38,282,0.4
2021,38,275,0.0
2021,38,266,0.9
2021,38,356,0.1
2021,38,285,0.2
2021,38,264,0.0
2021,38,276,0.1
2021,38,262,0.3
2021,38,356,0.6
2021,38,265,0.3
2021,38,275,0.1
2021,38,354,0.3
2021,38,280,0.4
2021,38,285,0.1
2021,38,286,0.6
2021,38,264,0.3
2021,38,284,0.4
2021,38,282,0.1
2022,1,266,0.5
2022,1,277,0.5
2022,1,275,0.5
2022,1,354,0.5
2022,1,263,0.5
2022,1,264,0.5
2022,1,282,0.5
2022,1,285,0.5
2022,1,286,0.5
2022,1,280,0.5
2022,2,277,0.25
2022,2,264,0.25
2022,2,262,0.5
2022,2,276,0.5
2022,2,285,0.5
2022,2,356,0.5
2022,2,354,0.5
2022,2,263,0.5
2022,3,280,0.25
2022,3,276,0.25
2022,3,275,0.0
2022,3,264,0.0
2022,3,266,1.0
2022,3,285,0.5
2022,3,282,0.6667
2022,3,264,0.0
2022,3,356,0.25
2022,3,354,0.25
2022,4,262,0.25
2022,4,275,0.25
2022,4,354,0.0
2022,4,280,0.0
2022,4,263,0.25
2022,4,286,0.25
2022,4,264,0.25
2022,4,356,0.25
2022,4,264,0.75
2022,4,266,0.25
2022,4,276,0.75
2022,4,277,0.75
2022,5,262,0.25
2022,5,263,0.25
2022,5,275,0.25
2022,5,266,0.0
2022,5,280,0.125
2022,5,264,0.0
2022,5,356,0.0
2022,5,276,0.5
2022,5,286,0.25
2022,5,285,0.25
2022,6,275,0.1667
2022,6,280,0.25
2022,6,354,0.25
2022,6,262,0.5
2022,6,285,0.1
2022,6,264,0.1
2022,6,263,0.25
2022,6,356,0.0
2022,7,280,0.25
2022,7,282,0.5
2022,7,277,0.0
2022,7,354,0.25
2022,7,286,0.5
2022,7,275,0.5
2022,7,356,0.0
2022,7,266,0.25
2022,7,264,0.25
2022,7,276,0.0
2022,8,276,0.1667
2022,8,354,0.3333
2022,8,356,0.0
2022,8,286,0.3333
2022,8,277,0.5
2022,8,275,0.75
2022,8,264,0.1667
2022,8,263,0.25
2022,8,266,0.25
2022,8,262,0.5
2022,9,354,0.1
2022,9,264,0.2667
2022,9,286,0.0
2022,9,266,0.3333
2022,9,262,0.3333
2022,9,356,0.3333
2022,9,275,0.25
2022,9,282,0.0
2022,9,280,0.1667
2022,9,285,0.3333
2022,10,280,0.0
2022,10,262,0.25
2022,10,266,0.4167
2022,10,282,0.5833
2022,10,277,0.2917
2022,10,285,0.5833
2022,10,275,0.4667
2022,10,263,0.2667
2022,10,264,0.25
2022,10,276,0.0
2022,11,264,0.2
2022,11,286,0.0
2022,11,282,0.5
2022,11,277,0.25
2022,11,285,0.1667
2022,11,262,0.0
2022,11,264,0.3667
2022,11,275,0.5
2022,12,286,0.2917
2022,12,277,0.2917
2022,12,354,0.1667
2022,12,282,0.2917
2022,12,280,0.2
2022,12,264,0.3
2022,12,263,0.0
2022,12,276,0.0
2022,13,277,0.2917
2022,13,280,0.4167
2022,13,282,0.2917
2022,13,262,0.0
2022,13,285,0.25
2022,13,263,0.125
2022,13,276,0.125
2022,13,275,0.5
2022,14,285,0.0
2022,14,264,0.1
2022,14,264,0.325
2022,14,277,0.225
2022,14,282,0.375
2022,14,356,0.0
2022,14,263,0.25
2022,14,266,0.125
2022,14,276,0.1667
2022,14,286,0.0
2022,15,286,0.35
2022,15,282,0.35
2022,15,266,0.225
2022,15,264,0.35
2022,15,277,0.3
2022,15,262,0.2
2022,15,354,0.2
2022,15,285,0.4
2022,15,264,0.4
2022,15,356,0.2
2022,15,280,0.3
2022,15,263,0.3
2022,16,266,0.325
2022,16,354,0.45
2022,16,264,0.45
2022,16,286,0.325
2022,16,264,0.4
2022,16,262,0.2
2022,16,356,0.1
2022,16,275,0.65
2022,16,282,0.3
2022,16,276,0.0
2022,17,262,0.325
2022,17,264,0.25
2022,17,354,0.4
2022,17,264,0.2
2022,17,276,0.225
2022,17,266,0.325
2022,17,263,0.3
2022,17,282,0.3
2022,18,280,0.2
2022,18,356,0.2
2022,18,262,0.4
2022,18,286,0.3
2022,18,285,0.3
2022,18,276,0.1
2022,18,277,0.3
2022,18,263,0.4
2022,18,264,0.5
2022,18,264,0.2
2022,19,275,0.4
2022,19,285,0.3
2022,19,286,0.2
2022,19,354,0.3
2022,19,266,0.225
2022,19,280,0.225
2022,19,282,0.5
2022,19,264,0.1
2022,19,356,0.3
2022,19,277,0.5
2022,20,354,0.2
2022,20,275,0.5
2022,20,264,0.5
2022,20,263,0.2
2022,20,285,0.3
2022,20,282,0.3
2022,20,280,0.4
2022,20,286,0.3
2022,20,277,0.2
2022,20,266,0.3
2022,21,263,0.3
2022,21,354,0.4
2022,21,276,0.4
2022,21,262,0.1
2022,21,356,0.2
2022,21,285,0.4
2022,21,264,0.4
2022,21,277,0.2
2022,22,264,0.3
2022,22,275,0.3
2022,22,264,0.4
2022,22,282,0.3
2022,22,354,0.1
2022,22,356,0.1
2022,22,276,0.2
2022,22,280,0.3
2022,22,285,0.3
2022,22,266,0.2
2022,23,266,0.3
2022,23,264,0.0
2022,23,286,0.5
2022,23,263,0.2
2022,23,275,0.5
2022,23,262,0.2
2022,23,356,0.4
2022,23,264,0.3
2022,23,280,0.4
2022,23,354,0.2
2022,23,277,0.3
2022,23,276,0.1
2022,24,266,0.2
2022,24,275,0.3
2022,24,276,0.2
2022,24,356,0.3
2022,24,263,0.3
2022,24,262,0.3
2022,24,285,0.7
2022,24,286,0.1
2022,24,264,0.3
2022,24,280,0.3
2022,25,280,0.2
2022,25,275,0.3
2022,25,262,0.4
2022,25,354,0.2
2022,25,264,0.3
2022,25,285,0.3
2022,25,356,0.6
2022,25,263,0.3
2022,26,282,0.5
2022,26,280,0.1
2022,26,354,0.3
2022,26,277,0.4
2022,26,266,0.1
2022,26,356,0.2
2022,26,275,0.7
2022,26,286,0.2
2022,26,276,0.3
2022,26,264,0.3
2022,27,263,0.2
2022,27,264,0.3
2022,27,354,0.3
2022,27,276,0.2
2022,27,262,0.4
2022,27,266,0.2
2022,27,286,0.2
2022,27,356,0.2
2022,27,275,0.4
2022,27,277,0.3
2022,28,356,0.5
2022,28,262,0.4
2022,28,266,0.3
2022,28,286,0.0
2022,28,264,0.2
2022,28,354,0.2
2022,28,285,0.6
2022,28,280,0.0
2022,28,282,0.3
2022,28,275,0.3
2022,29,282,0.2
2022,29,266,0.3
2022,29,285,0.7
2022,29,277,0.3
2022,29,262,0.5
2022,29,280,0.1
2022,29,263,0.1
2022,29,275,0.5
2022,29,276,0.3
2022,29,264,0.2
2022,30,286,0.3
2022,30,264,0.0
2022,30,262,0.3
2022,30,285,0.0
2022,30,277,0.4
2022,30,282,0.3
2022,30,275,0.4
2022,30,264,0.0
2022,31,276,0.3
2022,31,263,0.3
2022,31,264,0.5
2022,31,280,0.3
2022,31,282,0.4
2022,31,354,0.2
2022,31,277,0.6
2022,31,286,0.0
2022,32,262,0.3
2022,32,282,0.3
2022,32,275,0.5
2022,32,276,0.2
2022,32,263,0.3
2022,32,285,0.3
2022,32,280,0.4
2022,32,277,0.2
2022,33,277,0.4
2022,33,264,0.0
2022,33,286,0.4
2022,33,276,0.3
2022,33,266,0.3
2022,33,263,0.1
2022,33,264,0.4
2022,33,285,0.3
2022,33,356,0.5
2022,33,282,0.3
2022,34,262,0.4
2022,34,277,0.2
2022,34,263,0.3
2022,34,280,0.3
2022,34,285,0.7
2022,34,354,0.2
2022,34,264,0.4
2022,34,266,0.0
2022,34,356,0.5
2022,34,264,0.2
2022,34,282,0.5
2022,34,286,0.2
2022,35,354,0.2
2022,35,266,0.3
2022,35,276,0.4
2022,35,282,0.4
2022,35,286,0.2
2022,35,264,0.1
2022,35,262,0.3
2022,35,264,0.3
2022,35,275,0.3
2022,35,356,0.3
2022,36,266,0.3
2022,36,276,0.2
2022,36,264,0.3
2022,36,354,0.2
2022,36,264,0.3
2022,36,262,0.3
2022,36,282,0.4
2022,36,263,0.3
2022,37,276,0.2
2022,37,285,0.4
2022,37,264,0.3
2022,37,264,0.3
2022,37,356,0.3
2022,37,280,0.2
2022,37,286,0.1
2022,37,262,0.3
2022,37,263,0.3
2022,37,277,0.3
2022,38,354,0.3
2022,38,286,0.3
2022,38,277,0.2
2022,38,356,0.3
2022,38,280,0.3
2022,38,266,0.3
2022,38,264,0.4
2022,38,282,0.3
2022,38,285,0.4
2022,38,275,0.3
2023,1,280,0.5
2023,1,265,0.5
2023,1,356,0.5
2023,1,285,0.5
2023,1,263,0.5
2023,1,276,0.5
2023,1,282,0.5
2023,1,267,0.5
2023,1,262,0.5
2023,1,264,0.5
2023,1,264,0.5
2023,1,283,0.5
2023,1,284,0.5
2023,1,277,0.5
2023,2,283,0.5
2023,2,284,0.5
2023,2,285,0.5
2023,2,262,0.5
2023,2,277,0.5
2023,2,282,0.5
2023,2,267,0.5
2023,2,275,0.5
2023,2,264,0.25
2023,2,356,0.25
2023,2,265,0.5
2023,2,263,0.5
2023,3,264,0.0
2023,3,276,0.25
2023,3,356,0.25
2023,3,266,0.25
2023,3,275,0.75
2023,3,264,0.25
2023,3,280,0.0
2023,3,283,0.0
2023,3,262,0.5
2023,3,263,0.0
2023,3,267,0.0
2023,3,265,0.0
2023,4,283,1.0
2023,4,277,0.0
2023,4,266,0.25
2023,4,267,0.25
2023,4,265,0.25
2023,4,264,0.0
2023,4,276,0.25
2023,4,285,0.25
2023,4,284,0.75
2023,4,280,0.25
2023,4,263,0.5
2023,4,282,0.5
2023,4,264,0.0
2023,4,356,0.6667
2023,5,277,0.5
2023,5,265,0.75
2023,5,283,0.25
2023,5,266,0.0
2023,5,275,0.5
2023,5,284,0.0
2023,5,264,0.0
2023,5,267,0.125
2023,5,263,0.4167
2023,5,264,0.0
2023,5,356,0.0
2023,5,276,0.0
2023,6,265,0.0
2023,6,262,0.0
2023,6,275,0.0
2023,6,280,0.0
2023,6,282,0.25
2023,6,285,0.0
2023,6,284,0.25
2023,6,356,0.25
2023,6,267,0.25
2023,6,277,0.25
2023,6,264,0.1667
2023,6,276,0.2667
2023,7,276,0.5
2023,7,267,0.0
2023,7,263,0.3333
2023,7,266,0.25
2023,7,264,0.5
2023,7,282,0.35
2023,7,277,0.5
2023,7,275,0.25
2023,7,262,0.5
2023,7,264,0.0
2023,7,284,0.6667
2023,7,285,0.1667
2023,8,356,0.1667
2023,8,267,0.1667
2023,8,262,0.3333
2023,8,283,0.25
2023,8,285,0.1667
2023,8,265,0.1667
2023,8,264,0.1667
2023,8,266,0.1667
2023,8,280,0.1667
2023,8,277,0.4167
2023,8,282,0.5
2023,8,275,0.25
2023,9,356,0.5
2023,9,265,0.25
2023,9,283,0.5
2023,9,282,0.3333
2023,9,277,0.75
2023,9,285,0.3333
2023,9,266,0.0
2023,9,280,0.0
2023,9,284,0.375
2023,9,276,0.25
2023,9,275,0.3
2023,9,264,0.0
2023,9,267,0.0
2023,9,262,0.3333
2023,10,264,0.35
2023,10,277,0.125
2023,10,282,0.1667
2023,10,280,0.0
2023,10,265,0.0
2023,10,283,0.1667
2023,10,263,0.5417
2023,10,356,0.3333
2023,10,276,0.4167
2023,10,275,0.1667
2023,10,285,0.35
2023,10,267,0.0
2023,10,262,0.5
2023,10,284,0.0
2023,11,283,0.375
2023,11,356,0.5
2023,11,277,0.575
2023,11,264,0.25
2023,11,266,0.25
2023,11,282,0.25
2023,11,265,0.125
2023,11,275,0.25
2023,11,264,0.4
2023,11,285,0.1
2023,11,280,0.1667
2023,11,262,0.1667
2023,12,266,0.3
2023,12,265,0.2
2023,12,356,0.5
2023,12,282,0.4
2023,12,283,0.2
2023,12,276,0.4
2023,12,275,0.0
2023,12,263,0.0
2023,12,284,0.4
2023,12,264,0.2
2023,12,277,0.425
2023,12,262,0.3
2023,13,276,0.4167
2023,13,266,0.2917
2023,13,262,0.5
2023,13,356,0.3
2023,13,265,0.4333
2023,13,284,0.0
2023,13,285,0.1667
2023,13,283,0.125
2023,13,264,0.2
2023,13,280,0.2
2023,13,263,0.5
2023,13,267,0.0
2023,14,267,0.1
2023,14,283,0.45
2023,14,282,0.325
2023,14,264,0.1
2023,14,275,0.1
2023,14,262,0.1
2023,14,280,0.45
2023,14,276,0.225
2023,14,266,0.2
2023,14,285,0.1
2023,14,284,0.1
2023,14,263,0.2667
2023,15,263,0.5
2023,15,280,0.1
2023,15,283,0.2
2023,15,264,0.5
2023,15,266,0.2
2023,15,262,0.0
2023,15,276,0.55
2023,15,277,0.325
2023,15,285,0.45
2023,15,275,0.325
2023,15,264,0.45
2023,15,284,0.3
2023,16,275,0.3
2023,16,356,0.3
2023,16,265,0.2
2023,16,264,0.3
2023,16,284,0.2
2023,16,282,0.3
2023,16,280,0.5
2023,16,285,0.3
2023,16,277,0.2
2023,16,263,0.45
2023,16,264,0.5
2023,16,266,0.4
2023,17,266,0.4
2023,17,277,0.3
2023,17,356,0.4
2023,17,280,0.3
2023,17,264,0.4
2023,17,267,0.3
2023,17,282,0.3
2023,17,262,0.2
2023,17,276,0.5
2023,17,265,0.3
2023,17,263,0.7
2023,17,264,0.4
2023,18,285,0.5
2023,18,264,0.5
2023,18,266,0.6
2023,18,275,0.4
2023,18,267,0.2
2023,18,284,0.3
2023,18,276,0.3
2023,18,282,0.3
2023,18,264,0.2
2023,18,280,0.4
2023,18,283,0.2
2023,18,263,0.6
2023,19,263,0.6
2023,19,285,0.2
2023,19,282,0.5
2023,19,265,0.3
2023,19,284,0.5
2023,19,266,0.2
2023,19,264,0.3
2023,19,264,0.5
2023,19,356,0.6
2023,19,277,0.5
2023,19,262,0.6
2023,19,276,0.2
2023,19,275,0.1
2023,19,283,0.4
2023,19,280,0.6
2023,19,267,0.3
2023,20,285,0.6
2023,20,356,0.4
2023,20,276,0.3
2023,20,263,0.6
2023,20,283,0.5
2023,20,264,0.6
2023,20,267,0.2
2023,20,282,0.5
2023,20,265,0.3
2023,20,280,0.4
2023,20,277,0.3
2023,20,284,0.2
2023,20,264,0.3
2023,20,262,0.2
2023,21,262,0.5
2023,21,285,0.2
2023,21,263,0.7
2023,21,265,0.2
2023,21,282,0.5
2023,21,277,0.2
2023,21,275,0.3
2023,21,267,0.1
2023,21,356,0.4
2023,21,264,0.3
2023,21,284,0.3
2023,21,283,0.3
2023,22,263,0.4
2023,22,262,0.1
2023,22,266,0.5
2023,22,356,0.3
2023,22,264,0.3
2023,22,275,0.3
2023,22,265,0.5
2023,22,267,0.1
2023,22,283,0.5
2023,22,280,0.6
2023,22,276,0.3
2023,22,264,0.3
2023,23,285,0.4
2023,23,276,0.4
2023,23,277,0.3
2023,23,283,0.3
2023,23,356,0.2
2023,23,264,0.2
2023,23,264,0.5
2023,23,265,0.4
2023,23,280,0.6
2023,23,284,0.2
2023,23,267,0.6
2023,23,266,0.2
2023,23,282,0.4
2023,23,263,0.5
2023,24,265,0.7
2023,24,277,0.2
2023,24,266,0.7
2023,24,283,0.4
2023,24,276,0.4
2023,24,356,0.5
2023,24,267,0.2
2023,24,264,0.1
2023,24,284,0.5
2023,24,275,0.4
2023,24,264,0.4
2023,24,263,0.5
2023,25,262,0.6
2023,25,265,0.2
2023,25,356,0.3
2023,25,284,0.1
2023,25,276,0.2
2023,25,264,0.3
2023,25,285,0.4
2023,25,282,0.4
2023,25,277,0.2
2023,25,267,0.2
2023,25,280,0.8
2023,25,275,0.4
2023,26,267,0.4
2023,26,276,0.2
