ano,rodada,mandante_id,visitante_id,placar_mandante,placar_visitante
2025,11,262,356,5,0
2025,11,264,287,0,0
2025,11,354,282,0,1
2025,11,283,275,2,1
2025,11,285,266,0,2
2025,12,280,265,0,3
2025,12,287,283,0,0
2025,12,356,277,2,3
2025,12,284,264,1,1
2025,12,276,267,1,3
2025,12,282,285,2,0
2025,12,263,2305,3,3
2025,12,275,286,4,1
2025,12,266,354,1,0
2025,12,292,262,1,5
2025,13,262,276,2,0
2025,13,285,287,1,0
2025,13,267,263,0,2
2025,13,265,282,2,1
2025,13,264,280,1,2
2025,13,283,284,4,1
2025,13,356,354,0,1
2025,13,286,292,2,0
2025,13,2305,266,2,1
2025,13,277,275,1,0
2025,14,275,2305,1,1
2025,14,354,264,0,1
2025,14,277,262,1,0
2025,14,263,287,0,0
2025,14,280,276,2,2
2025,14,266,283,0,2
2025,14,284,356,2,1
2025,14,286,267,2,0
2025,14,282,292,3,1
2025,14,265,285,1,0
2025,15,356,265,1,1
2025,15,267,284,1,1
2025,15,2305,277,3,0
2025,15,276,264,2,0
2025,15,285,354,1,0
2025,15,283,286,4,0
2025,15,287,280,1,0
2025,15,275,282,3,2
2025,15,292,263,0,1
2025,15,262,266,1,0
2025,16,266,275,1,2
2025,16,354,2305,0,2
2025,16,264,283,0,0
2025,16,277,285,1,2
2025,16,280,262,1,2
2025,16,287,292,2,2
2025,16,286,276,0,1
2025,16,267,265,3,1
2025,16,284,263,1,1
2025,16,282,356,3,3
2025,17,263,264,1,1
2025,17,2305,287,1,1
2025,17,356,280,3,1
2025,17,292,277,2,2
2025,17,275,284,1,0
2025,17,276,266,3,1
2025,17,283,354,1,2
2025,17,285,267,1,1
2025,17,265,286,3,0
2025,17,262,282,1,0
2025,18,292,265,0,0
2025,18,2305,267,3,2
2025,18,266,284,1,0
2025,18,263,283,0,2
2025,18,264,356,1,1
2025,18,282,280,2,1
2025,18,354,262,1,1
2025,18,287,275,2,2
2025,18,285,276,1,2
2025,18,277,286,3,1
2025,19,262,2305,2,1
2025,19,276,287,2,0
2025,19,280,285,1,3
2025,19,356,263,0,5
2025,19,265,266,3,3
2025,19,267,282,1,1
2025,19,275,354,2,1
2025,19,283,277,1,2
2025,19,284,292,0,1
2025,19,286,264,2,1
2025,20,266,356,2,1
2025,20,354,280,1,0
2025,20,287,286,2,2
2025,20,292,276,2,2
2025,20,264,265,1,2
2025,20,277,267,0,6
2025,20,282,284,1,3
2025,20,285,262,1,3
2025,20,263,275,0,1
2025,20,2305,283,1,1
2025,21,280,266,4,2
2025,21,283,285,2,1
2025,21,284,354,0,0
2025,21,267,264,2,3
2025,21,265,277,2,0
2025,21,356,2305,0,1
2025,21,286,263,1,3
2025,21,276,282,2,0
2025,21,275,292,3,0
2025,21,262,287,8,0
2025,22,354,286,0,1
2025,22,263,280,4,1
2025,22,283,276,1,0
2025,22,262,284,1,1
2025,22,277,266,0,0
2025,22,264,275,1,1
2025,22,2305,265,5,1
2025,22,287,282,1,0
2025,22,285,356,2,1
2025,22,292,267,2,3
2025,23,284,2305,0,1
2025,23,356,287,2,0
2025,23,275,285,4,1
2025,23,266,264,0,1
2025,23,280,292,1,1
2025,23,282,277,1,1
2025,23,286,262,0,2
2025,23,276,263,1,0
2025,23,267,354,2,2
2025,23,265,283,1,2
2025,24,287,266,0,1
2025,24,263,282,1,0
2025,24,354,265,1,1
2025,24,275,356,4,1
2025,24,2305,286,2,0
2025,24,262,267,1,1
2025,24,285,284,2,3
2025,24,292,264,1,0
2025,24,277,276,1,0
2025,24,283,280,2,1
2025,25,356,292,1,0
2025,25,267,283,2,0
2025,25,286,285,1,1
2025,25,282,2305,1,0
2025,25,284,287,3,1
2025,25,266,263,2,0
2025,25,265,275,1,0
2025,25,280,277,2,2
2025,25,264,262,1,2
2025,25,276,354,0,1
2025,26,282,286,0,0
2025,26,275,267,3,0
2025,26,2305,280,1,1
2025,26,292,266,2,2
2025,26,285,264,1,1
2025,26,263,265,2,1
2025,26,277,284,1,1
2025,26,287,354,1,0
2025,26,356,276,0,2
2025,26,262,283,0,0
2025,27,266,282,3,0
2025,27,280,284,1,0
2025,27,285,263,2,0
2025,27,264,2305,3,0
2025,27,267,287,4,3
2025,27,276,275,2,3
2025,27,265,262,1,0
2025,27,286,356,1,2
2025,27,283,292,1,1
2025,27,354,277,3,0
2025,28,275,280,5,1
2025,28,263,262,0,3
2025,28,2305,285,3,1
2025,28,292,354,1,1
2025,28,277,264,3,1
2025,28,282,283,1,1
2025,28,356,267,0,2
2025,28,284,276,2,0
2025,28,266,286,1,0
2025,28,287,265,2,1
2025,29,264,282,1,0
2025,29,283,356,1,0
2025,29,262,275,3,2
2025,29,2305,276,3,0
2025,29,285,292,2,0
2025,29,354,263,0,2
2025,29,265,284,4,0
2025,29,286,280,1,0
2025,29,267,266,2,0
2025,29,277,287,0,1
2025,30,282,354,1,0
2025,30,287,264,0,1
2025,30,266,285,1,0
2025,30,292,2305,1,2
2025,30,356,262,1,0
2025,30,276,265,2,0
2025,30,263,277,2,2
2025,30,284,286,3,1
2025,30,280,267,0,3
2025,30,275,283,0,0
2025,31,277,356,1,1
2025,31,283,287,3,1
2025,31,2305,263,0,0
2025,31,262,292,3,0
2025,31,264,284,2,0
2025,31,265,280,2,1
2025,31,354,266,2,0
2025,31,285,282,0,0
2025,31,286,275,0,2
2025,31,267,276,0,2
2025,32,280,264,2,1
2025,32,287,285,1,0
2025,32,292,286,0,2
2025,32,263,267,3,0
2025,32,282,265,3,0
2025,32,284,283,0,1
2025,32,276,262,2,2
2025,32,266,2305,1,0
2025,32,354,356,1,1
2025,32,275,277,2,0
2025,33,292,282,2,4
2025,33,267,286,1,3
2025,33,285,265,2,2
2025,33,276,280,0,1
2025,33,264,354,0,1
2025,33,283,266,0,0
2025,33,287,263,0,0
2025,33,262,277,3,2
2025,33,2305,275,2,1
2025,33,356,284,2,2
2025,34,263,292,3,2
2025,34,266,262,2,1
2025,34,277,2305,1,1
2025,34,284,267,2,0
2025,34,286,283,3,3
2025,34,265,356,2,3
2025,34,264,276,3,1
2025,34,354,285,1,2
2025,34,280,287,4,0
2025,34,282,275,0,3
2025,35,263,284,3,2
2025,35,262,280,3,0
2025,35,275,266,0,0
2025,35,276,286,2,1
2025,35,265,267,1,0
2025,35,292,287,1,3
2025,35,283,264,3,0
2025,35,2305,354,3,0
2025,35,285,277,1,1
2025,35,356,282,1,0
2025,36,282,262,1,1
2025,36,284,275,3,2
2025,36,280,356,0,1
2025,36,266,276,6,0
2025,36,286,265,1,1
2025,36,267,285,5,1
2025,36,277,292,3,0
2025,36,287,2305,2,0
2025,36,354,283,1,1
2025,36,264,263,2,2
2025,37,280,282,2,0
2025,37,275,287,0,0
2025,37,267,2305,0,2
2025,37,284,266,1,2
2025,37,356,264,2,1
2025,37,286,277,0,3
2025,37,276,285,3,0
2025,37,265,292,2,0
2025,37,262,354,1,0
2025,37,283,263,2,2
2025,38,2305,262,3,3
2025,38,266,265,2,0
2025,38,263,356,4,2
2025,38,264,286,1,1
2025,38,277,283,3,0
2025,38,282,267,5,0
2025,38,285,280,3,1
2025,38,287,276,1,0
2025,38,354,275,1,3
2025,38,292,284,0,4
