ano,rodada,mandante_id,visitante_id,placar_mandante,placar_visitante
2024,30,276,267,3,0
2024,30,356,282,1,1
2024,30,262,266,0,2
2024,30,283,265,1,1
2024,30,285,284,1,0
2024,30,287,280,1,0
2024,30,286,275,3,5
2024,31,275,356,2,2
2024,31,262,286,4,2
2024,31,287,266,2,1
2024,31,280,263,0,1
2024,31,282,285,1,3
2024,31,267,265,3,2
2024,17,285,262,1,1
2024,32,266,284,2,2
2024,32,286,356,0,3
2024,32,264,275,2,0
2024,32,263,267,3,0
2024,32,265,276,0,3
2024,32,283,262,0,1
2024,33,285,266,2,0
2024,33,275,284,1,0
2024,33,287,264,1,2
2024,33,286,265,2,1
2024,33,356,267,3,0
2024,33,262,282,0,0
2024,34,264,283,2,1
2024,34,280,276,1,1
2024,34,265,275,1,2
2024,34,284,286,2,2
2024,34,282,263,0,0
2024,34,267,285,0,1
2024,34,266,356,2,2
2024,35,263,287,1,1
2024,35,276,282,2,2
2024,35,285,280,4,1
2024,35,264,267,3,1
2024,35,356,262,0,0
2024,36,282,286,2,3
2024,36,275,263,1,3
2024,35,283,284,1,1
2024,36,262,285,3,2
2024,36,284,276,2,1
2024,36,280,283,1,1
2024,36,287,356,2,0
2024,37,264,265,3,0
2024,37,267,282,2,0
2024,37,287,284,1,1
2024,37,276,286,1,2
2024,37,285,263,0,1
2024,37,283,275,1,2
2024,38,286,283,0,1
2024,38,262,287,2,2
2024,38,263,276,2,1
2024,38,275,266,0,1
2024,38,356,285,3,0
2024,38,284,264,0,3
2025,1,276,292,0,0
2025,1,283,2305,2,1
2025,1,284,282,2,1
2025,1,356,266,2,0
2025,1,286,287,2,0
2025,1,262,285,1,1
2025,1,275,263,0,0
2025,1,267,277,2,1
2025,1,265,264,1,1
2025,1,280,354,2,2
2025,2,264,267,3,0
2025,2,354,284,2,0
2025,2,263,286,2,0
2025,2,266,280,2,1
2025,2,282,276,0,0
2025,2,2305,356,1,1
2025,2,285,283,3,0
2025,2,287,262,1,2
2025,2,292,275,1,2
2025,2,277,265,2,2
2025,3,280,263,1,0
2025,3,286,354,2,1
2025,3,275,264,2,0
2025,3,267,292,3,1
2025,3,265,2305,1,1
2025,3,276,283,1,1
2025,3,284,262,0,2
2025,3,266,277,1,0
2025,3,356,285,0,0
2025,3,282,287,2,2
2025,4,354,267,2,1
2025,4,263,276,2,2
2025,4,2305,284,4,1
2025,4,292,280,0,1
2025,4,264,266,0,2
2025,4,285,275,0,1
2025,4,262,286,6,0
2025,4,277,282,2,0
2025,4,287,356,2,1
2025,4,283,265,3,0
2025,5,264,292,2,1
2025,5,267,262,0,0
2025,5,284,285,1,1
2025,5,286,2305,2,2
2025,5,276,277,2,1
2025,5,282,263,1,0
2025,5,266,287,1,1
2025,5,356,275,1,2
2025,5,280,283,1,0
2025,5,265,354,1,0
2025,6,285,286,3,1
2025,6,2305,282,2,2
2025,6,354,276,1,1
2025,6,292,356,0,0
2025,6,263,266,2,0
2025,6,262,264,4,0
2025,6,275,265,0,1
2025,6,283,267,1,0
2025,6,287,284,1,1
2025,6,277,280,1,2
2025,7,276,356,0,0
2025,7,266,292,2,1
2025,7,264,285,4,2
2025,7,354,287,1,0
2025,7,265,263,1,0
2025,7,267,275,0,1
2025,7,284,277,1,0
2025,7,283,262,2,1
2025,7,280,2305,1,0
2025,7,286,282,0,1
2025,8,356,286,5,0
2025,8,2305,264,2,1
2025,8,284,280,1,1
2025,8,287,267,2,1
2025,8,262,265,1,0
2025,8,292,283,0,4
2025,8,275,276,1,0
2025,8,282,266,3,2
2025,8,263,285,4,0
2025,8,277,354,0,0
2025,9,354,292,2,0
2025,9,267,356,3,0
2025,9,276,284,2,1
2025,9,264,277,1,0
2025,9,265,287,2,1
2025,9,286,266,1,1
2025,9,262,263,0,0
2025,9,280,275,1,2
2025,9,283,282,0,0
2025,9,285,2305,1,1
2025,10,266,267,2,1
2025,10,276,2305,0,2
2025,10,282,264,0,0
2025,10,284,265,1,0
2025,10,275,262,0,2
2025,10,292,285,1,1
2025,10,287,277,0,1
2025,10,356,283,0,2
2025,10,280,286,1,0
2025,10,263,354,3,2
2025,11,265,276,2,1
2025,11,267,280,0,2
2025,11,2305,292,1,0
2025,11,277,263,0,1
2025,11,286,284,0,2
