ano,rodada,atleta_id,apelido,posicao,medalhas_acumuladas,percentual_top5
2025,8,94583,Pedro,Atacante,2,0.4
2025,8,94968,Juninho Capixaba,Lateral,3,0.375
2025,8,95131,Gabriel Taliari,Atacante,1,0.1667
2025,8,95354,Giraldo,Meia,0,0.0
2025,8,95357,Rivera,Meia,0,0.0
2025,8,95464,Gregore,Meia,0,0.0
2025,8,95556,Raniele,Meia,0,0.0
2025,8,95799,Artur,Atacante,1,0.125
2025,8,96610,Matheus Pereira,Meia,1,0.1429
2025,8,96652,Allan,Meia,0,0.0
2025,8,97341,Rogério Ceni,Tecnico,3,0.375
2025,8,97460,João Victor,Zagueiro,0,0.0
2025,8,97468,Marçal,Lateral,0,0.0
2025,8,97642,Félix Torres,Zagueiro,1,0.25
2025,8,97867,Léo Ortiz,Zagueiro,1,0.1429
2025,8,97868,Iago,Lateral,0,0.0
2025,8,97899,Matheus Bahia,Lateral,2,0.4
2025,8,98225,Pedro Raul,Atacante,1,0.1429
2025,8,98384,Negueba,Atacante,0,0.0
2025,8,98517,Jean Lucas,Meia,0,0.0
2025,8,98619,Kuscevic,Zagueiro,1,0.1429
2025,8,98720,Angileri,Lateral,0,0.0
2025,8,98909,Cuello,Atacante,0,0.0
2025,8,99032,Lourenço,Meia,0,0.0
2025,8,99198,Vegetti,Atacante,2,0.3333
2025,8,99213,Puma Rodríguez,Lateral,0,0.0
2025,8,99253,Chico,Zagueiro,1,0.125
2025,8,99267,Pochettino,Meia,0,0.0
2025,8,99366,Luis Zubeldía,Tecnico,0,0.0
2025,8,99392,Michael,Atacante,0,0.0
2025,8,99440,Baralhas,Meia,0,0.0
2025,8,99552,Rossi,Goleiro,3,0.375
2025,8,99815,Arias,Meia,3,0.375
2025,8,99818,Paulinho,Atacante,0,0.0
2025,8,99889,Alan Franco,Zagueiro,1,0.1667
2025,8,100084,Igor Gomes,Meia,0,0.0
2025,8,100652,Yuri Alberto,Atacante,2,0.25
2025,8,100898,Vitinho,Lateral,1,0.125
2025,8,100969,Ronald Lopes,Meia,0,0.0
2025,8,100987,Nonato,Meia,0,0.0
2025,8,101002,Júnior Santos,Atacante,0,0.0
2025,8,101027,Diego,Lateral,1,0.1429
2025,8,101290,Ferreira,Atacante,2,0.2857
2025,8,101574,Hugo Souza,Goleiro,0,0.0
2025,8,101594,Hugo Moura,Meia,0,0.0
2025,8,101597,Ramon,Lateral,0,0.0
2025,8,101727,Matheuzinho,Lateral,0,0.0
2025,8,101908,Willian Machado,Zagueiro,0,0.0
2025,8,102130,Piquerez,Lateral,1,0.125
2025,8,102253,Lucas Halter,Zagueiro,1,0.125
2025,8,102256,Rollheiser,Meia,0,0.0
2025,8,102340,Cacá,Zagueiro,0,0.0
2025,8,102928,Canobbio,Atacante,0,0.0
2025,8,102975,Escobar,Lateral,1,0.125
2025,8,103014,Laquintana,Atacante,0,0.0
2025,8,103056,Gabriel Brazão,Goleiro,1,0.125
2025,8,103295,Eric Ramires,Meia,1,0.125
2025,8,103347,Matheus Alexandre,Lateral,0,0.0
2025,8,103388,Emmanuel Martínez,Meia,0,0.0
2025,8,103445,Kaio Jorge,Atacante,3,0.4286
2025,8,103672,Gabriel Fuentes,Lateral,0,0.0
2025,8,103764,Gabriel Veron,Atacante,0,0.0
2025,8,104027,Rafael Guanaes,Tecnico,0,0.0
2025,8,104085,Bruno Fuchs,Zagueiro,1,0.1667
2025,8,104118,Lucas Arcanjo,Goleiro,1,0.1429
2025,8,104134,Fabri,Atacante,0,0.0
2025,8,104204,Edson Carioca,Atacante,0,0.0
2025,8,104250,João Victor,Zagueiro,1,0.1429
2025,8,104271,Hereda,Lateral,2,0.25
2025,8,104502,Christian,Meia,1,0.1667
2025,8,104519,Camilo,Meia,0,0.0
2025,8,104528,Igor Jesus,Atacante,2,0.25
2025,8,104640,Matheus Bianqui,Meia,0,0.0
2025,8,104754,Juan Vojvoda,Tecnico,1,0.125
2025,8,104758,Enzo Díaz,Lateral,0,0.0
2025,8,104783,Acevedo,Meia,0,0.0
2025,8,104849,Arezo,Atacante,0,0.0
2025,8,104994,Wagner Leonardo,Zagueiro,1,0.125
2025,8,105171,Fabrício Daniel,Atacante,0,0.0
2025,8,105213,Sant'Anna,Lateral,0,0.0
2025,8,105258,Gastón Ávila,Zagueiro,0,0.0
2025,8,105300,Ferraresi,Zagueiro,1,0.2
2025,8,105373,Gabriel Xavier,Zagueiro,0,0.0
2025,8,105568,Lucero,Atacante,0,0.0
2025,8,105584,Lucas Piton,Lateral,0,0.0
2025,8,105647,Maurício,Meia,0,0.0
2025,8,105786,Talles Magno,Atacante,0,0.0
2025,8,105811,Wesley,Atacante,1,0.1429
2025,8,105842,Edu,Zagueiro,0,0.0
2025,8,105903,José Aldo,Meia,0,0.0
2025,8,105990,Santiago Mingo,Zagueiro,1,0.125
2025,8,106082,Ewerthon,Lateral,0,0.0
2025,8,106147,Thiago Carpini,Tecnico,0,0.0
2025,8,106294,Marcos Antônio,Meia,0,0.0
2025,8,106593,Villalba,Zagueiro,1,0.1667
2025,8,106704,Carlos Alberto,Atacante,0,0.0
2025,8,106822,Rodrigo Nestor,Meia,0,0.0
2025,8,107093,Luciano Juba,Lateral,2,0.25
2025,8,107111,Richard Ríos,Meia,0,0.0
2025,8,107170,Jeffinho,Atacante,0,0.0
2025,8,107174,Bruno Tabata,Meia,0,0.0
2025,8,107516,Ênio,Atacante,0,0.0
2025,8,107554,Natanael,Lateral,2,0.25
2025,8,107726,Chrystian Barletta,Atacante,0,0.0
2025,8,107796,Diego Rosa,Meia,0,0.0
2025,8,107950,Fausto Vera,Meia,1,0.1667
2025,8,108133,Isidro Pitta,Atacante,0,0.0
2025,8,108274,David Ricardo,Zagueiro,0,0.0
2025,8,108713,Galeano,Atacante,0,0.0
2025,8,109401,Erick Pulga,Atacante,1,0.125
2025,8,109461,Calebe,Meia,0,0.0
2025,8,109573,Martinelli,Meia,0,0.0
2025,8,109899,Batalla,Atacante,0,0.0
2025,8,109966,Monsalve,Meia,0,0.0
2025,8,110506,Abel Ferreira,Tecnico,5,0.625
2025,8,110510,Aguirre,Lateral,1,0.1429
2025,8,110727,Rubens,Meia,1,0.125
2025,8,110818,Renato Paiva,Tecnico,2,0.25
2025,8,111166,Rômulo,Meia,0,0.0
2025,8,111407,Luis Mandaca,Meia,1,0.1429
2025,8,111466,Victor Gabriel,Zagueiro,1,0.3333
2025,8,111578,António Oliveira,Tecnico,0,0.0
2025,8,111682,Adson,Meia,0,0.0
2025,8,111683,Anthoni,Goleiro,0,0.0
2025,8,111760,Fabinho,Meia,0,0.0
2025,8,111829,Kayky,Atacante,0,0.0
2025,8,112709,Kaiki Bruno,Lateral,0,0.0
2025,8,112869,Aníbal Moreno,Meia,0,0.0
2025,8,112886,Lucas Barbosa,Atacante,0,0.0
2025,8,112906,Sforza,Meia,0,0.0
2025,8,113034,Freytes,Zagueiro,0,0.0
2025,8,113073,Kervin Andrade,Meia,0,0.0
2025,8,113103,Flaco López,Atacante,1,0.1429
2025,8,113359,Pablo Maia,Meia,0,0.0
2025,8,113397,Cristian Olivera,Atacante,2,0.4
2025,8,113687,Du Queiroz,Meia,0,0.0
2025,8,114802,Vitor Roque,Atacante,0,0.0
2025,8,115248,Jhon Jhon,Meia,1,0.125
2025,8,115404,Rwan Cruz,Atacante,0,0.0
2025,8,115914,Evertton Araújo,Meia,0,0.0
2025,8,116065,Cuiabano,Lateral,1,0.125
2025,8,116447,Hércules,Meia,0,0.0
2025,8,116461,Jamerson,Lateral,0,0.0
2025,8,117314,Thiago Borbas,Atacante,0,0.0
2025,8,117910,Breno Bidon,Meia,1,0.1429
2025,8,118238,Ronald,Meia,0,0.0
2025,8,118758,Jair,Zagueiro,1,0.125
2025,8,118775,Lautaro Díaz,Atacante,0,0.0
2025,8,120566,Vitor Pernambuco,Atacante,0,0.0
2025,8,122302,Cristian,Atacante,0,0.0
2025,8,122394,Gustavinho,Meia,0,0.0
2025,8,122420,Lucca,Atacante,0,0.0
2025,8,122486,Rayan,Atacante,0,0.0
2025,8,122573,Wallace Yan,Atacante,0,0.0
2025,8,122897,Guzmán Rodríguez,Zagueiro,0,0.0
2025,8,123004,Tiago,Atacante,0,0.0
2025,8,123360,Cauly,Meia,0,0.0
2025,8,123795,Lucho Rodríguez,Atacante,0,0.0
2025,8,124251,Deivid Washington,Atacante,0,0.0
2025,8,124271,Gustavo Prado,Meia,0,0.0
2025,8,124280,Ricardo Mathias,Atacante,0,0.0
2025,8,124526,Giay,Lateral,1,0.125
2025,8,124757,Nathan Fernandes,Atacante,0,0.0
2025,8,124912,Jonathan Jesus,Zagueiro,0,0.0
2025,8,126182,Paulinho,Meia,0,0.0
2025,8,126471,Barreal,Meia,2,0.4
2025,8,126977,Fernando Seabra,Tecnico,3,0.375
2025,8,128915,Estêvão,Atacante,0,0.0
2025,8,130265,Kauan Lindes,Meia,0,0.0
2025,8,130279,Lukas Zuccarello,Meia,0,0.0
2025,8,130393,Luiz Gustavo,Zagueiro,0,0.0
2025,8,130650,Bernal,Meia,0,0.0
2025,8,130884,Igor Serrote,Lateral,2,0.4
2025,8,131617,André Silva,Atacante,1,0.1429
2025,8,132071,Serna,Atacante,0,0.0
2025,8,132553,Jemmes,Zagueiro,0,0.0
2025,8,132580,Vinicinho,Atacante,0,0.0
2025,8,133669,Alysson,Atacante,0,0.0
2025,8,136306,Luis Otávio,Meia,0,0.0
2025,8,139076,Filipe Luís,Tecnico,3,0.375
2025,8,140541,Lucas Ferreira,Meia,0,0.0
2025,8,141160,Zé Lucas,Meia,0,0.0
2025,8,141451,Allan,Meia,0,0.0
2025,8,141453,Atencio,Meia,0,0.0
2025,8,141493,Loide Augusto,Atacante,0,0.0
2025,8,141525,Gustavo Mancha,Zagueiro,2,0.5
2025,8,141607,Matheus Alves,Meia,1,0.1667
2025,8,141754,Gabriel Bontempo,Meia,0,0.0
2025,8,141763,Fabiano Souza,Lateral,0,0.0
2025,8,141996,João Silva,Zagueiro,0,0.0
2025,8,142004,Amuzu,Atacante,0,0.0
2025,8,142279,Nuno Moreira,Atacante,1,0.1429
2025,9,37281,Mano Menezes,Tecnico,1,0.2
2025,9,37457,Léo Condé,Tecnico,2,0.2222
2025,9,37656,Fábio,Goleiro,2,0.2222
2025,9,37715,Thiago Silva,Zagueiro,0,0.0
2025,9,38913,Nenê,Meia,0,0.0
2025,9,39148,Hulk,Atacante,1,0.125
2025,9,39656,Alan Franco,Meia,0,0.0
2025,9,40990,Dorival Júnior,Tecnico,0,0.0
2025,9,41929,Renato Gaúcho,Tecnico,2,0.2222
2025,9,42222,Osvaldo,Atacante,0,0.0
2025,9,42234,Cássio,Goleiro,3,0.3333
2025,9,42411,Cuca,Tecnico,2,0.2222
2025,9,42500,Fagner,Lateral,0,0.0
2025,9,51413,Walter,Goleiro,0,0.0
2025,9,51772,Everton Ribeiro,Meia,1,0.125
2025,9,61188,Gilberto,Atacante,0,0.0
2025,9,61987,Alex Sandro,Lateral,0,0.0
2025,9,63110,Alan Ruschel,Lateral,0,0.0
2025,9,68685,Alan Patrick,Meia,1,0.1429
2025,9,68811,Oscar,Meia,0,0.0
2025,9,68899,Philippe Coutinho,Meia,0,0.0
2025,9,68928,Rafael,Goleiro,1,0.125
2025,9,68952,Marinho,Atacante,0,0.0
2025,9,68991,Lucas Sasha,Meia,2,0.2857
2025,9,68996,Willian José,Atacante,0,0.0
2025,9,69140,Allan,Meia,0,0.0
2025,9,69783,Danilo,Zagueiro,1,0.5
2025,9,70216,Gustavo,Goleiro,0,0.0
2025,9,70360,Eduardo Sasha,Atacante,1,0.1111
2025,9,70666,Marllon,Zagueiro,2,0.25
2025,9,70944,Bruno Henrique,Meia,1,0.1429
2025,9,71571,Fernando Miguel,Goleiro,1,0.2
2025,9,71631,Weverton,Goleiro,6,0.6667
2025,9,71684,Gustavo Gómez,Zagueiro,0,0.0
2025,9,72018,Tiago Volpi,Goleiro,0,0.0
2025,9,72294,Everson,Goleiro,3,0.3333
2025,9,72391,Fernando Diniz,Tecnico,0,0.0
2025,9,72493,Alex Telles,Lateral,1,0.125
2025,9,72583,Pedro Henrique,Atacante,0,0.0
2025,9,72605,Vitor Hugo,Zagueiro,0,0.0
2025,9,72801,Wilker Ángel,Zagueiro,0,0.0
2025,9,73318,Daniel Borges,Lateral,1,0.2
2025,9,73384,Samuel Xavier,Lateral,1,0.125
2025,9,73515,Gabriel,Meia,1,0.1429
2025,9,74187,Rincón,Meia,0,0.0
2025,9,77485,Carrillo,Meia,0,0.0
2025,9,77656,Cédric Soares,Lateral,0,0.0
2025,9,77664,Sérgio Oliveira,Meia,0,0.0
2025,9,78117,Everaldo,Atacante,1,0.1111
2025,9,78450,Cláudio Tencati,Tecnico,0,0.0
2025,9,78479,Cleber Xavier,Tecnico,0,0.0
2025,9,78605,Gabriel,Meia,0,0.0
2025,9,78850,Reinaldo,Lateral,2,0.2222
2025,9,79437,Roger Machado,Tecnico,2,0.2222
2025,9,79701,Lucas Silva,Meia,0,0.0
2025,9,79702,Antônio Carlos,Zagueiro,0,0.0
2025,9,80129,Jadson,Meia,1,0.1111
2025,9,80196,Yago Pikachu,Meia,0,0.0
2025,9,80287,Luciano,Atacante,0,0.0
2025,9,80313,Gilberto,Lateral,0,0.0
2025,9,80583,Lucas Lima,Meia,0,0.0
2025,9,81121,Lucas Mugni,Meia,1,0.1429
2025,9,81845,Alisson,Meia,0,0.0
2025,9,81881,João Ricardo,Goleiro,1,0.125
2025,9,82455,Zé Rafael,Meia,0,0.0
2025,9,82627,Luiz Araújo,Atacante,0,0.0
2025,9,82775,Lucas Ramon,Lateral,1,0.125
2025,9,83257,Gabriel,Atacante,0,0.0
2025,9,83528,Léo Pereira,Zagueiro,0,0.0
2025,9,84042,Tiquinho Soares,Atacante,0,0.0
2025,9,84263,Jemerson,Zagueiro,2,0.2222
2025,9,84523,Romarinho,Atacante,0,0.0
2025,9,84558,Lucas Romero,Meia,0,0.0
2025,9,84674,Lucas Evangelista,Meia,0,0.0
2025,9,84816,Varela,Lateral,0,0.0
2025,9,84847,Luan Peres,Zagueiro,0,0.0
2025,9,85004,Marcos Felipe,Goleiro,3,0.5
2025,9,85034,Óscar Romero,Meia,0,0.0
2025,9,85403,Danielzinho,Meia,0,0.0
2025,9,85425,João Paulo,Goleiro,0,0.0
2025,9,85856,Ricardo Ryller,Meia,0,0.0
2025,9,86292,Bolasie,Atacante,0,0.0
2025,9,86686,Tchê Tchê,Meia,0,0.0
2025,9,86757,Everton,Atacante,1,0.1111
2025,9,86766,Matheus Rossetto,Meia,0,0.0
2025,9,86777,Danilo Barbosa,Meia,0,0.0
2025,9,86820,Reginaldo,Lateral,0,0.0
2025,9,87008,Léo Jardim,Goleiro,1,0.125
2025,9,87225,Pedro Henrique,Zagueiro,3,0.3333
2025,9,87228,Guilherme Arana,Lateral,0,0.0
2025,9,87258,Soteldo,Atacante,0,0.0
2025,9,87470,Thaciano,Meia,1,0.125
2025,9,87742,Neto Moura,Meia,0,0.0
2025,9,87747,Yago Felipe,Meia,0,0.0
2025,9,87853,Mauricio Lemos,Zagueiro,0,0.0
2025,9,87999,Gustavo Scarpa,Meia,1,0.1111
2025,9,88312,Junior Alonso,Zagueiro,1,0.1111
2025,9,88323,Ángel Romero,Atacante,1,0.1111
2025,9,88963,Leonardo Jardim,Tecnico,4,0.4444
2025,9,89273,João Pedro,Lateral,0,0.0
2025,9,89275,William,Lateral,1,0.2
2025,9,89368,Braithwaite,Atacante,0,0.0
2025,9,89637,Thiago Maia,Meia,0,0.0
2025,9,89883,Dodi,Meia,1,0.1429
2025,9,90285,Bruno Henrique,Atacante,0,0.0
2025,9,90307,Juninho,Atacante,0,0.0
2025,9,90588,Caíque,Meia,0,0.0
2025,9,90768,Fabrício Bruno,Zagueiro,0,0.0
2025,9,90917,Carlos Eduardo,Atacante,0,0.0
2025,9,91509,Rodrigo Sam,Zagueiro,0,0.0
2025,9,91573,Arboleda,Zagueiro,0,0.0
2025,9,91607,Rony,Atacante,1,0.1111
2025,9,91639,Igor Cariús,Lateral,0,0.0
2025,9,91706,Marlon,Lateral,0,0.0
2025,9,91772,David Duarte,Zagueiro,0,0.0
2025,9,91808,Caíque França,Goleiro,3,0.3333
2025,9,91866,Zé Ivaldo,Zagueiro,1,0.1111
2025,9,91908,Pavón,Atacante,0,0.0
2025,9,92085,Giovanny,Atacante,0,0.0
2025,9,92087,Lyanco,Zagueiro,1,0.1667
2025,9,92182,Juninho,Zagueiro,0,0.0
2025,9,92440,André Ramalho,Zagueiro,0,0.0
2025,9,92696,Renato Kayzer,Atacante,1,0.5
2025,9,92708,Deyverson,Atacante,0,0.0
2025,9,92981,Ronaldo,Meia,0,0.0
2025,9,93478,Wanderson,Atacante,0,0.0
2025,9,93716,Paulo Henrique,Lateral,2,0.3333
2025,9,93790,Marlon Freitas,Meia,0,0.0
2025,9,93882,Cleiton,Goleiro,2,0.25
2025,9,93988,Breno Lopes,Atacante,0,0.0
2025,9,94044,John,Goleiro,3,0.3333
2025,9,94154,Maycon,Meia,0,0.0
2025,9,94444,Matheus Babi,Atacante,0,0.0
2025,9,94583,Pedro,Atacante,2,0.3333
2025,9,94968,Juninho Capixaba,Lateral,3,0.3333
2025,9,95131,Gabriel Taliari,Atacante,1,0.1429
2025,9,95357,Rivera,Meia,0,0.0
2025,9,95464,Gregore,Meia,0,0.0
2025,9,95556,Raniele,Meia,0,0.0
2025,9,96610,Matheus Pereira,Meia,2,0.25
2025,9,97145,Villasanti,Meia,0,0.0
2025,9,97341,Rogério Ceni,Tecnico,3,0.3333
2025,9,97460,João Victor,Zagueiro,0,0.0
2025,9,97468,Marçal,Lateral,0,0.0
2025,9,97642,Félix Torres,Zagueiro,1,0.2
2025,9,97653,Murilo,Zagueiro,0,0.0
2025,9,97810,Erick,Atacante,0,0.0
2025,9,97867,Léo Ortiz,Zagueiro,2,0.25
2025,9,97899,Matheus Bahia,Lateral,3,0.5
2025,9,97900,Vitão,Zagueiro,2,0.25
2025,9,98022,Erick,Meia,1,0.125
2025,9,98225,Pedro Raul,Atacante,1,0.125
2025,9,98517,Jean Lucas,Meia,0,0.0
2025,9,98619,Kuscevic,Zagueiro,1,0.125
2025,9,98720,Angileri,Lateral,0,0.0
2025,9,99032,Lourenço,Meia,0,0.0
2025,9,99198,Vegetti,Atacante,2,0.2857
2025,9,99228,De la Cruz,Meia,0,0.0
2025,9,99253,Chico,Zagueiro,1,0.1111
2025,9,99267,Pochettino,Meia,1,0.3333
2025,9,99366,Luis Zubeldía,Tecnico,0,0.0
2025,9,99392,Michael,Atacante,0,0.0
2025,9,99440,Baralhas,Meia,0,0.0
2025,9,99552,Rossi,Goleiro,4,0.4444
2025,9,99815,Arias,Meia,3,0.3333
2025,9,100084,Igor Gomes,Meia,0,0.0
2025,9,100652,Yuri Alberto,Atacante,2,0.2222
2025,9,100898,Vitinho,Lateral,2,0.2222
2025,9,100969,Ronald Lopes,Meia,0,0.0
2025,9,100987,Nonato,Meia,0,0.0
2025,9,101002,Júnior Santos,Atacante,0,0.0
2025,9,101027,Diego,Lateral,1,0.125
2025,9,101573,Pepê,Meia,0,0.0
2025,9,101574,Hugo Souza,Goleiro,0,0.0
2025,9,101594,Hugo Moura,Meia,0,0.0
2025,9,101752,Claudinho,Lateral,0,0.0
2025,9,101908,Willian Machado,Zagueiro,0,0.0
2025,9,102130,Piquerez,Lateral,2,0.2222
2025,9,102253,Lucas Halter,Zagueiro,1,0.1111
2025,9,102256,Rollheiser,Meia,0,0.0
2025,9,102340,Cacá,Zagueiro,1,0.2
2025,9,102950,Facundo Torres,Atacante,1,0.125
2025,9,102975,Escobar,Lateral,1,0.1111
2025,9,103014,Laquintana,Atacante,0,0.0
2025,9,103056,Gabriel Brazão,Goleiro,2,0.2222
2025,9,103295,Eric Ramires,Meia,1,0.1111
2025,9,103388,Emmanuel Martínez,Meia,0,0.0
2025,9,103445,Kaio Jorge,Atacante,4,0.5
2025,9,103523,Ignácio,Zagueiro,0,0.0
2025,9,103672,Gabriel Fuentes,Lateral,0,0.0
2025,9,103767,Gabriel Menino,Meia,0,0.0
2025,9,104027,Rafael Guanaes,Tecnico,0,0.0
2025,9,104075,Sabino,Zagueiro,0,0.0
2025,9,104085,Bruno Fuchs,Zagueiro,1,0.1429
2025,9,104118,Lucas Arcanjo,Goleiro,1,0.125
2025,9,104204,Edson Carioca,Atacante,1,0.125
2025,9,104250,João Victor,Zagueiro,1,0.125
2025,9,104271,Hereda,Lateral,2,0.2222
2025,9,104502,Christian,Meia,1,0.1429
2025,9,104519,Camilo,Meia,0,0.0
2025,9,104528,Igor Jesus,Atacante,2,0.2222
2025,9,104640,Matheus Bianqui,Meia,0,0.0
2025,9,104754,Juan Vojvoda,Tecnico,2,0.2222
2025,9,104758,Enzo Díaz,Lateral,0,0.0
2025,9,104783,Acevedo,Meia,0,0.0
2025,9,104849,Arezo,Atacante,0,0.0
2025,9,104994,Wagner Leonardo,Zagueiro,1,0.1111
2025,9,105213,Sant'Anna,Lateral,0,0.0
2025,9,105214,Santiago Rodríguez,Meia,0,0.0
2025,9,105258,Gastón Ávila,Zagueiro,1,0.5
2025,9,105300,Ferraresi,Zagueiro,1,0.1667
2025,9,105337,Lucas Lima,Meia,0,0.0
2025,9,105568,Lucero,Atacante,1,0.125
2025,9,105584,Lucas Piton,Lateral,0,0.0
2025,9,105585,Roni,Meia,0,0.0
2025,9,105647,Maurício,Meia,0,0.0
2025,9,105786,Talles Magno,Atacante,0,0.0
2025,9,105811,Wesley,Atacante,1,0.125
2025,9,105842,Edu,Zagueiro,0,0.0
2025,9,105845,Matheus Araújo,Meia,1,0.2
2025,9,105903,José Aldo,Meia,0,0.0
2025,9,105990,Santiago Mingo,Zagueiro,1,0.1111
2025,9,106082,Ewerthon,Lateral,0,0.0
2025,9,106147,Thiago Carpini,Tecnico,0,0.0
2025,9,106294,Marcos Antônio,Meia,0,0.0
2025,9,106323,Caio Alexandre,Meia,0,0.0
2025,9,106593,Villalba,Zagueiro,1,0.1429
2025,9,106704,Carlos Alberto,Atacante,0,0.0
2025,9,106918,Paulo Baya,Atacante,0,0.0
2025,9,107093,Luciano Juba,Lateral,2,0.2222
2025,9,107111,Richard Ríos,Meia,0,0.0
2025,9,107173,Michel Araújo,Meia,0,0.0
2025,9,107174,Bruno Tabata,Meia,0,0.0
2025,9,107554,Natanael,Lateral,2,0.2222
2025,9,107726,Chrystian Barletta,Atacante,0,0.0
2025,9,107873,Bobadilla,Meia,0,0.0
2025,9,107950,Fausto Vera,Meia,1,0.1429
2025,9,108133,Isidro Pitta,Atacante,0,0.0
2025,9,108274,David Ricardo,Zagueiro,0,0.0
2025,9,108548,Aravena,Atacante,0,0.0
2025,9,108683,Emiliano Martínez,Meia,0,0.0
2025,9,108713,Galeano,Atacante,0,0.0
2025,9,109401,Erick Pulga,Atacante,1,0.1111
2025,9,109573,Martinelli,Meia,0,0.0
2025,9,109899,Batalla,Atacante,0,0.0
2025,9,109966,Monsalve,Meia,0,0.0
2025,9,110311,José Martínez,Meia,0,0.0
2025,9,110426,Bernabéi,Lateral,2,0.2857
2025,9,110506,Abel Ferreira,Tecnico,6,0.6667
2025,9,110510,Aguirre,Lateral,1,0.125
2025,9,110715,Andrés Hurtado,Lateral,0,0.0
2025,9,110727,Rubens,Meia,1,0.1111
2025,9,110818,Renato Paiva,Tecnico,3,0.3333
2025,9,111166,Rômulo,Meia,0,0.0
2025,9,111407,Luis Mandaca,Meia,1,0.125
2025,9,111578,António Oliveira,Tecnico,0,0.0
2025,9,111682,Adson,Meia,0,0.0
2025,9,111683,Anthoni,Goleiro,0,0.0
2025,9,112709,Kaiki Bruno,Lateral,0,0.0
2025,9,112886,Lucas Barbosa,Atacante,0,0.0
2025,9,113034,Freytes,Zagueiro,0,0.0
2025,9,113073,Kervin Andrade,Meia,0,0.0
2025,9,113078,Mancuso,Lateral,1,0.1667
2025,9,113103,Flaco López,Atacante,1,0.125
2025,9,113359,Pablo Maia,Meia,0,0.0
2025,9,113687,Du Queiroz,Meia,0,0.0
2025,9,115239,Wesley,Lateral,1,0.125
2025,9,115248,Jhon Jhon,Meia,1,0.1111
2025,9,115404,Rwan Cruz,Atacante,0,0.0
2025,9,115594,Marcos Paulo,Lateral,0,0.0
2025,9,115914,Evertton Araújo,Meia,0,0.0
2025,9,116012,Matheus Gonçalves,Meia,0,0.0
2025,9,116065,Cuiabano,Lateral,2,0.2222
2025,9,116447,Hércules,Meia,0,0.0
2025,9,116461,Jamerson,Lateral,0,0.0
2025,9,117314,Thiago Borbas,Atacante,0,0.0
2025,9,117910,Breno Bidon,Meia,1,0.125
2025,9,118238,Ronald,Meia,0,0.0
2025,9,118752,Mateus Carvalho,Meia,0,0.0
2025,9,118758,Jair,Zagueiro,2,0.2222
2025,9,122302,Cristian,Atacante,0,0.0
2025,9,122394,Gustavinho,Meia,0,0.0
2025,9,122396,Ryan,Meia,0,0.0
2025,9,122420,Lucca,Atacante,0,0.0
2025,9,122486,Rayan,Atacante,0,0.0
2025,9,122755,Lucas Cunha,Zagueiro,0,0.0
2025,9,122897,Guzmán Rodríguez,Zagueiro,0,0.0
2025,9,122990,Patrick,Meia,0,0.0
2025,9,123004,Tiago,Atacante,0,0.0
2025,9,123360,Cauly,Meia,0,0.0
2025,9,123795,Lucho Rodríguez,Atacante,0,0.0
2025,9,124251,Deivid Washington,Atacante,0,0.0
2025,9,124271,Gustavo Prado,Meia,0,0.0
2025,9,124280,Ricardo Mathias,Atacante,0,0.0
2025,9,124481,Mateo Ponte,Lateral,1,0.1667
2025,9,124526,Giay,Lateral,1,0.1111
2025,9,124757,Nathan Fernandes,Atacante,0,0.0
2025,9,126182,Paulinho,Meia,0,0.0
2025,9,126471,Barreal,Meia,2,0.3333
2025,9,126977,Fernando Seabra,Tecnico,3,0.3333
2025,9,128915,Estêvão,Atacante,0,0.0
2025,9,130393,Luiz Gustavo,Zagueiro,0,0.0
2025,9,130612,Luighi,Atacante,0,0.0
2025,9,131617,André Silva,Atacante,1,0.125
2025,9,132071,Serna,Atacante,0,0.0
2025,9,132553,Jemmes,Zagueiro,0,0.0
2025,9,132580,Vinicinho,Atacante,0,0.0
2025,9,133669,Alysson,Atacante,0,0.0
2025,9,133673,Mateus Xavier,Meia,0,0.0
2025,9,136306,Luis Otávio,Meia,0,0.0
2025,9,139076,Filipe Luís,Tecnico,4,0.4444
2025,9,140365,Luca Meirelles,Atacante,0,0.0
2025,9,140484,Riquelme Felipe,Atacante,0,0.0
2025,9,140485,Isaque,Meia,0,0.0
2025,9,140541,Lucas Ferreira,Meia,0,0.0
2025,9,141160,Zé Lucas,Meia,0,0.0
2025,9,141451,Allan,Meia,0,0.0
2025,9,141452,Thalys,Atacante,0,0.0
2025,9,141493,Loide Augusto,Atacante,0,0.0
2025,9,141525,Gustavo Mancha,Zagueiro,2,0.4
2025,9,141609,Lucca,Atacante,0,0.0
2025,9,141754,Gabriel Bontempo,Meia,0,0.0
2025,9,141763,Fabiano Souza,Lateral,0,0.0
2025,9,141806,Guilherme,Atacante,0,0.0
2025,9,142004,Amuzu,Atacante,0,0.0
2025,9,142279,Nuno Moreira,Atacante,1,0.125
2025,10,37281,Mano Menezes,Tecnico,1,0.1667
2025,10,37457,Léo Condé,Tecnico,3,0.3
2025,10,37656,Fábio,Goleiro,2,0.2
2025,10,37715,Thiago Silva,Zagueiro,0,0.0
2025,10,38913,Nenê,Meia,0,0.0
2025,10,39148,Hulk,Atacante,1,0.1111
2025,10,39656,Alan Franco,Meia,0,0.0
2025,10,40990,Dorival Júnior,Tecnico,1,0.2
2025,10,41929,Renato Gaúcho,Tecnico,2,0.2
